Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3
ADAMTS1	153.2418481	160.4365831	123.6517446	57.64107427	40.80205705	62.23394532	147.7995489	51.60330392
ADAMTS10	0	0	1.039090291	0	0	0	1.145732937	0
ADAMTS12	2.76943099	3.801814765	1.039090291	14.77976263	21.67609281	17.46917763	2.864332342	0
ADAMTS13	41.54146486	27.3730663	19.74271553	4.43392879	17.85089996	20.74464844	153.5282135	16.18927182
ADAMTS14	2.76943099	0.760362953	8.312722326	19.21369142	19.12596424	24.02011925	57.28664685	20.23658977
ADAMTS15	182.7824454	212.1412639	199.5053358	51.72916922	62.47814986	91.71318258	438.8157148	149.7507643
ADAMTS16	105.2383776	138.3860574	128.8471961	36.94940658	29.3264785	40.39747328	203.9404628	64.75708727
ADAMTS17	41.54146486	44.10105127	24.93816698	147.7976263	155.5578425	152.8553043	126.0306231	76.89904114
ADAMTS18	0	0	0	8.86785758	7.650385697	4.367294409	1.145732937	1.011829489
ADAMTS19	0	0	0	1.477976263	0	0	0	0
ADAMTS19-AS1	0	0	0	0	2.550128566	0	0	0
ADAMTS2	5.538861981	26.61270335	24.93816698	5.911905053	12.75064283	25.11194285	58.43237978	28.33122568
ADAMTS20	26.77116624	37.25778469	30.13361843	124.1500061	84.15424267	60.05029812	42.96498514	31.36671415
ADAMTS3	0	0.760362953	0	4.43392879	1.275064283	4.367294409	1.145732937	0
ADAMTS4	0.923143663	0.760362953	0	2.955952527	1.275064283	0	4.582931748	1.011829489
ADAMTS5	0.923143663	0	3.117270872	0	0	3.275470807	2.864332342	0
ADAMTS6	1.846287327	3.801814765	10.39090291	20.69166769	26.77634994	39.30564968	15.46739465	18.2129308
ADAMTS7	24.92487891	32.69560698	14.54726407	17.73571516	17.85089996	40.39747328	102.5430979	25.29573722
ADAMTS8	9.231436635	9.884718388	5.195451454	11.82381011	3.825192848	12.01005962	25.77899108	17.20110131
ADAMTS9	7.385149308	3.801814765	1.039090291	10.34583384	19.12596424	9.82641242	8.020130559	2.023658977
ADAMTS9-AS1	0	0	0	1.477976263	0	0	1.145732937	0
ADAMTS9-AS2	0	0	0	0	5.100257131	0	0	0
ADAMTSL1	0	0	0	5.911905053	1.275064283	2.183647204	0.572866468	0
ADAMTSL2	0	0	0	0	0	1.091823602	1.145732937	0
ADAMTSL3	3.692574654	0.760362953	0	14.77976263	11.47557855	3.275470807	13.74879524	7.08280642
ADAMTSL4	15.69344228	17.48834792	6.234541745	8.86785758	5.100257131	8.734588817	24.06039168	4.047317955
ADAMTSL4-AS1	0.923143663	0	0	0	0	0	0	1.011829489
ADAMTSL4-AS2	1.846287327	0.760362953	2.078180582	0	5.100257131	5.459118011	2.864332342	1.011829489
ADAMTSL5	133.8558312	136.8653315	173.5280786	134.49584	167.033421	174.6917763	225.1365221	140.6442989
ADAP1	2092.766685	2104.684654	1939.981573	969.5524287	870.8689052	893.1117066	1004.807786	1307.283699
ADAP2	12.00086763	20.52979973	13.50817378	8.86785758	15.30077139	10.91823602	38.38205339	11.13012437
ADAR	2713.119227	3007.995842	2909.452814	845.4024226	897.6452551	1258.872613	4520.489303	1405.43116
ADARB1	138.4715495	133.8238797	135.0817378	97.54643338	98.17994978	104.8150658	268.6743737	126.4786861
ADARB2	0	0.760362953	3.117270872	0	8.92544998	1.091823602	6.874397622	0
ADARB2-AS1	0	0	0	0	0	1.091823602	0	5.059147443
ADAT1	610.1979616	658.4743172	628.6496259	461.1285942	439.8971776	438.9130881	1028.868177	625.310624
ADAT2	102.4689466	106.4508134	90.4008553	141.8857213	144.082264	161.5898931	79.62843912	127.4905156
ADAT3	58.1580508	85.92101368	73.77541065	72.4208369	57.37789273	76.42765215	75.61837384	59.69793983
ADCK1	139.3946932	118.6166207	146.511731	59.11905053	43.35218562	78.61129936	55.56804744	99.15928989
ADCK2	1202.856194	1116.973178	1118.061153	728.6422978	752.2879269	669.2878681	622.7058512	1030.042419
ADCK5	180.0130144	205.2979973	194.3098844	174.4011991	169.5835496	158.3144223	165.5584094	199.3304093
ADCY1	444.0321021	545.1802372	440.5742833	288.2053713	307.2904922	340.6489639	866.1741003	282.3004273
ADCY10	37.8488902	31.93524402	48.83724367	79.81071822	104.5552712	78.61129936	17.75886052	58.68611034
ADCY10P1	0	0.760362953	0	0	0	0	5.728664685	0
ADCY2	0	0.760362953	1.039090291	0	0	3.275470807	0	0
ADCY3	1830.593885	1965.538233	1739.437147	481.8202618	444.9974347	524.075329	1575.382788	821.6055448
ADCY4	0	0	0	0	0	0	0	1.011829489
ADCY5	14.77029862	13.68653315	11.4299932	5.911905053	2.550128566	12.01005962	30.36192283	13.15378335
ADCY6	445.8783895	397.6698244	382.385227	104.9363147	130.0565568	187.7936596	889.0887591	243.8509068
ADCY6-DT	0.923143663	7.603629529	17.66453494	36.94940658	38.25192848	55.68300371	6.874397622	28.33122568
ADCY7	72.00520575	88.96246549	82.08813297	19.21369142	33.15167135	30.57106086	171.2870741	42.49683852
ADCY8	0	0.760362953	0	5.911905053	5.100257131	3.275470807	0.572866468	4.047317955
ADCY9	624.9682602	583.1983849	650.470522	159.6214364	182.3341924	266.4049589	644.474777	286.3477453
ADCYAP1	0	0.760362953	0	11.82381011	6.375321414	9.82641242	0	5.059147443
ADCYAP1R1	0	0	0	0	0	1.091823602	3.437198811	0
ADD1	1975.52744	2013.441099	2092.727846	786.2833721	883.619548	892.019883	2081.796746	1259.727713
ADD2	1231.473647	1441.648159	1250.02562	276.3815612	374.8688991	457.4740893	1813.122373	685.0085638
ADD3	437.5700965	469.9043049	485.2551658	464.0845467	474.3239132	399.6074384	694.3141598	475.5598597
ADD3-AS1	35.07945921	46.38214013	43.64179221	16.2577389	28.05141422	13.10188323	40.10065279	22.26024875
ADGB	2.76943099	0.760362953	0	2.955952527	16.57583568	5.459118011	0	1.011829489
ADGRA1	0	0	1.039090291	0	5.100257131	8.734588817	5.155798216	2.023658977
ADGRA2	46.15718317	56.26685852	46.75906309	35.47143032	48.45244275	49.1320621	129.4678219	40.47317955
ADGRA3	629.5839785	567.9911258	639.0405288	226.1303683	294.5398493	258.7621937	584.3237978	261.0520081
ADGRB1	90.46807902	85.92101368	97.67448733	10.34583384	26.77634994	30.57106086	247.4783144	77.91087062
ADGRB2	268.6348061	301.1037294	284.7107397	69.46488438	91.80462836	101.539595	560.2634062	215.5196811
ADGRB3	1.846287327	0	0	0	1.275064283	0	1.145732937	2.023658977
ADGRD1	0	0	3.117270872	2.955952527	1.275064283	5.459118011	3.437198811	1.011829489
ADGRD2	12.92401129	27.3730663	15.58635436	14.77976263	2.550128566	6.550941613	24.63325814	19.22476028
ADGRE1	0	0	6.234541745	11.82381011	1.275064283	7.642765215	9.165863496	9.106465398
ADGRE2	0.923143663	3.801814765	2.078180582	10.34583384	2.550128566	4.367294409	4.582931748	7.08280642
ADGRE4P	0.923143663	0	0	0	0	1.091823602	1.145732937	5.059147443
ADGRE5	12.00086763	3.801814765	6.234541745	23.64762021	12.75064283	0	4.582931748	12.14195386
ADGRF1	14.77029862	28.13342926	21.82089611	119.7160773	136.4318783	110.2741838	34.37198811	49.57964494
ADGRF2	0	0	2.078180582	2.955952527	3.825192848	0	3.437198811	1.011829489
ADGRF3	132.9326875	132.3031538	128.8471961	230.5642971	202.735221	220.5483676	75.04550737	200.3422387
ADGRF4	0.923143663	0.760362953	2.078180582	149.2756026	104.5552712	73.15218135	111.1360949	105.2302668
ADGRF5	0	0	0	0	3.825192848	1.091823602	4.582931748	0
ADGRG1	1958.910854	2083.394491	2119.744193	549.8071699	674.5090056	890.9280594	2810.482894	1357.875174
ADGRG2	29.54059723	27.3730663	25.97725727	107.8922672	124.9562997	124.4678906	164.9855429	48.56781545
ADGRG3	13.84715495	14.44689611	8.312722326	1.477976263	1.275064283	0	6.874397622	1.011829489
ADGRG4	0	0	0	2.955952527	1.275064283	4.367294409	0	0
ADGRG5	0.923143663	4.562177717	0	0	0	8.734588817	1.718599405	4.047317955
ADGRG6	749.5926547	743.6349679	678.5259599	558.6750275	575.0539915	559.0136843	1312.437079	685.0085638
ADGRG7	1.846287327	5.32254067	8.312722326	36.94940658	31.87660707	27.29559005	1.145732937	10.11829489
ADGRL1	1313.633433	1504.758284	1397.576441	172.9232228	184.884321	323.1797862	1414.980177	473.5362007
ADGRL2	1505.647315	1481.187032	1401.732802	175.8791753	218.0359924	195.4364248	961.2699341	377.4123993
ADGRL3	182.7824454	199.9754566	206.7789679	48.77321669	53.55269988	40.39747328	120.8748248	27.31939619
ADGRL3-AS1	3.692574654	0.760362953	5.195451454	0	0	0	2.291465874	2.023658977
ADGRL4	0	0.760362953	1.039090291	0	3.825192848	0	0	1.011829489
ADGRV1	203.091606	171.0816644	141.3162795	226.1303683	214.2107995	181.242718	101.3973649	164.9282066
ADH1A	0.923143663	0.760362953	0	0	3.825192848	5.459118011	1.145732937	0
ADH1B	0.923143663	0.760362953	2.078180582	1.477976263	0	1.091823602	0	3.035488466
ADH1C	0.923143663	0	0	4.43392879	2.550128566	1.091823602	0	0
ADH4	4.615718317	0	0	1.477976263	1.275064283	1.091823602	0	0
ADH5	5601.63575	5557.492823	5501.98309	13346.12566	13727.34207	10973.91903	2031.957364	7461.230649
ADH6	2.76943099	9.884718388	4.156361163	1.477976263	5.100257131	9.82641242	1.718599405	2.023658977
ADH7	2.76943099	6.082903623	11.4299932	14.77976263	2.550128566	0	2.864332342	3.035488466
ADHFE1	4.615718317	5.32254067	1.039090291	22.16964395	25.50128566	21.83647204	1.718599405	7.08280642
ADI1	5505.628809	5165.145539	5301.438664	19475.29322	19577.337	16586.98416	3894.919119	11451.88615
ADIPOQ	1.846287327	0	0	13.30178637	8.92544998	1.091823602	0	0
ADIPOQ-AS1	0	0	0	13.30178637	0	2.183647204	0	0
ADIPOR1	2663.269469	2592.077306	2795.152882	5335.494311	4698.611882	5288.793529	1968.942052	3745.792767
ADIPOR2	2201.697637	2091.758483	2145.72145	1461.718524	1434.447318	1548.205868	2161.998052	1832.423204
ADIRF	37.8488902	38.01814765	48.83724367	29.55952527	17.85089996	38.21382608	61.29671213	27.31939619
ADK	2526.644207	2435.442538	2515.637594	2753.469779	3023.177415	2533.030757	877.0585632	2670.21802
ADM	1265.629963	1199.85274	1211.579279	1615.428056	1758.313646	1524.185749	572.293602	786.1915127
ADM2	52.61918882	64.630851	35.32906989	5.911905053	17.85089996	8.734588817	123.7391572	39.46135006
ADM5	20.3091606	29.65415516	31.17270872	4.43392879	11.47557855	15.28553043	13.17592877	7.08280642
ADNP	1177.008171	1171.71931	1133.647507	208.3946531	283.0642708	290.4250782	1296.396818	457.3469289
ADNP-AS1	36.00260288	60.06867328	47.79815338	25.12559648	36.9768642	21.83647204	29.78905636	18.2129308
ADNP2	576.041646	609.0507253	596.4378269	206.9166769	242.2622137	294.7923726	377.5190027	484.6663251
ADO	777.2869646	844.0028777	810.4904268	821.7548024	779.0642768	870.1834109	600.9369254	790.2388306
ADORA1	31.38688456	25.09197745	42.60270192	45.81726416	20.40102852	33.84653167	49.26651629	59.69793983
ADORA2A	0	1.520725906	0	0	0	0	1.718599405	0
ADORA2A-AS1	0	3.801814765	3.117270872	10.34583384	3.825192848	4.367294409	5.728664685	10.11829489
ADORA2B	53.54233248	34.97669583	52.99360483	90.15655206	116.0308497	94.98865339	53.27658157	73.86355267
ADPGK	2112.152702	2014.961825	2067.789679	3301.798972	3035.928057	2483.898695	1638.970966	2734.975108
ADPGK-AS1	450.4941078	466.8628531	477.9815338	709.4286064	636.2570771	469.4841489	304.1920948	574.7191495
ADPRH	0	0	2.078180582	1.477976263	0	1.091823602	0	4.047317955
ADPRHL1	195.7064567	207.5790861	198.4662455	357.6702557	378.694092	376.6791428	199.357531	306.5843351
ADPRHL2	396.9517753	358.8913138	390.6979493	370.9720421	320.041135	276.2313714	320.8052223	406.7554544
ADPRM	164.3195721	123.9391613	131.9644669	489.2101432	385.0694134	352.6590235	81.91990499	236.7681003
ADRA1A	183.705589	180.9663828	154.8244533	32.51547779	42.07712133	28.38741366	200.503264	61.72159881
ADRA1B	0	1.520725906	0	5.911905053	1.275064283	0	4.010065279	5.059147443
ADRA1D	21.23230426	14.44689611	9.351812617	8.86785758	20.40102852	19.65282484	57.85951332	27.31939619
ADRA2A	2.76943099	3.801814765	11.4299932	0	2.550128566	0	8.020130559	3.035488466
ADRA2B	9.231436635	5.32254067	6.234541745	7.389881317	10.20051426	3.275470807	13.17592877	8.094635909
ADRA2C	322.1771386	338.361514	287.8280105	131.5398874	133.8817497	146.3043627	212.5334598	188.2002849
ADRB1	2.76943099	19.76943678	14.54726407	8.86785758	1.275064283	10.91823602	20.0503264	20.23658977
ADRB2	267.7116624	316.3109884	312.7661775	1248.889942	1244.46274	1206.46508	462.8761065	626.3224535
ADRM1	4021.213798	4090.752687	4315.341978	2409.101309	2435.37278	2741.569065	2078.932414	3051.677738
ADSL	5388.389564	5262.471997	5596.540306	12955.93992	12401.27521	10292.6211	1781.04185	6958.351393
ADSS1	55.38861981	79.0777471	68.57995919	147.7976263	201.4601567	172.5081291	119.7290919	161.8927182
ADSS2	2290.319429	2274.245592	2293.272272	2154.889392	2012.051438	2016.598193	1736.931132	2224.001216
ADTRP	23.07859159	26.61270335	16.62544465	141.8857213	159.3830354	133.2024795	23.48752521	80.94635909
AEBP1	0	3.801814765	0	10.34583384	1.275064283	1.091823602	0.572866468	12.14195386
AEBP2	595.4276629	612.85254	551.7569444	143.3636975	216.7609281	168.1408347	624.4244506	242.8390773
AEN	358.1797414	355.849862	326.2743513	527.637526	448.8226275	363.5772595	404.4437267	487.7018135
AFAP1	313.8688456	292.7397369	226.5216834	149.2756026	155.5578425	180.1508944	392.9863974	117.3722207
AFAP1-AS1	25.84802258	40.2992365	17.66453494	8.86785758	15.30077139	25.11194285	68.74397622	6.070976932
AFAP1L1	51.69604515	53.98576966	33.25088931	47.29524043	62.47814986	44.76476769	109.9903619	43.50866801
AFAP1L2	33.23317188	69.95339167	45.71997279	63.55297932	59.92802129	43.67294409	228.5737209	53.6269629
AFDN	394.1823443	409.0752687	436.4179221	106.414291	169.5835496	227.0993093	771.0782666	144.6916169
AFDN-DT	0	1.520725906	0	8.86785758	12.75064283	9.82641242	3.437198811	2.023658977
AFF1	148.6261298	161.957309	153.785363	97.54643338	116.0308497	132.1106559	317.3680235	119.3958797
AFF1-AS1	13.84715495	6.843266576	8.312722326	47.29524043	47.17737846	33.84653167	10.8844629	11.13012437
AFF2	5.538861981	2.281088859	1.039090291	0	2.550128566	0	1.145732937	0
AFF3	0.923143663	1.520725906	3.117270872	8.86785758	5.100257131	4.367294409	2.291465874	1.011829489
AFF4	1078.231799	1145.106607	1193.914744	425.6571638	443.7223704	648.5432197	2389.998906	702.2096651
AFG1L	57.23490714	67.67230281	55.07178541	57.64107427	94.35475693	92.80500618	50.41224923	79.9345296
AFG3L1P	97.85322833	85.16065073	78.9708621	53.20714548	66.30334271	55.68300371	190.764534	70.8280642
AFG3L2	1437.334684	1441.648159	1418.358247	583.800624	634.9820128	654.0023377	1531.27207	1032.066078
AFMID	1700.430628	1495.633928	1525.384547	4024.529365	3904.246834	3842.127256	1001.370587	2245.249635
AFP	1.846287327	3.801814765	2.078180582	10.34583384	25.50128566	5.459118011	4.010065279	5.059147443
AFTPH	412.6452176	411.3563575	406.2843037	203.9607243	173.4087425	208.538308	527.6100175	334.9155607
AGA	206.7841806	175.6438421	202.6226067	351.7583507	318.7660707	282.782313	121.4476913	243.8509068
AGAP1	416.3377922	400.7112762	369.9161435	107.8922672	105.8303355	149.5798335	492.0922964	201.3540682
AGAP1-IT1	0.923143663	2.281088859	0	4.43392879	6.375321414	2.183647204	1.145732937	2.023658977
AGAP11	0.923143663	8.363992482	6.234541745	1.477976263	0	4.367294409	13.74879524	2.023658977
AGAP12P	0	1.520725906	0	1.477976263	3.825192848	6.550941613	4.010065279	4.047317955
AGAP2	600.0433813	654.6725025	588.1251046	388.7077572	410.5706991	491.320621	354.604344	530.198652
AGAP2-AS1	575.1185023	617.4147178	573.5778405	391.6637098	395.2699277	500.0552098	336.8454835	521.0921866
AGAP3	1464.10585	1475.864492	1468.234581	331.066683	429.6966633	479.3105614	1386.336854	726.4935728
AGAP4	5.538861981	13.68653315	10.39090291	5.911905053	3.825192848	4.367294409	35.51772105	11.13012437
AGAP5	15.69344228	3.801814765	8.312722326	2.955952527	2.550128566	5.459118011	33.79912164	2.023658977
AGAP6	21.23230426	26.61270335	13.50817378	19.21369142	12.75064283	18.56100124	53.27658157	18.2129308
AGAP7P	0	0	2.078180582	0	0	4.367294409	2.864332342	4.047317955
AGAP9	14.77029862	14.44689611	16.62544465	2.955952527	6.375321414	17.46917763	46.40218395	5.059147443
AGBL1	0	0.760362953	0	0	1.275064283	0	0.572866468	0
AGBL1-AS1	0.923143663	0	0	4.43392879	0	0	0.572866468	4.047317955
AGBL2	1.846287327	0.760362953	0	1.477976263	0	3.275470807	0	0
AGBL3	11.07772396	16.72798496	7.273632036	57.64107427	91.80462836	62.23394532	12.60306231	30.35488466
AGBL4	0	1.520725906	0	4.43392879	2.550128566	4.367294409	1.718599405	1.011829489
AGBL5	2089.07411	1898.626293	2069.867859	3564.878747	3656.884363	3524.406588	1216.768379	2880.678554
AGBL5-AS1	0.923143663	0.760362953	0	1.477976263	0	2.183647204	0	0
AGER	14.77029862	21.29016268	10.39090291	4.43392879	2.550128566	12.01005962	20.62319286	0
AGFG1	1326.557444	1284.253027	1449.530956	1464.674477	1370.694104	1476.14551	871.3298985	1413.525796
AGFG2	132.0095439	168.0402126	174.5671689	94.59048085	112.2056569	122.2842434	122.5934243	144.6916169
AGGF1	323.1002822	387.785106	308.6098164	85.72262327	96.90488549	164.8653639	509.2782905	151.7744233
AGK	1249.013377	1123.816444	1192.875654	1284.361373	1097.830347	1227.209729	934.3452101	1118.071585
AGL	666.509725	612.0921771	703.4641269	459.6506179	447.5475633	425.8112048	806.0231211	468.4770532
AGMAT	0.923143663	2.281088859	0	7.389881317	2.550128566	2.183647204	5.155798216	3.035488466
AGMO	5.538861981	5.32254067	3.117270872	5.911905053	5.100257131	16.37735403	1.718599405	6.070976932
AGO1	523.4224572	640.2256063	603.7114589	211.3506057	233.3367638	314.4451974	650.2034417	352.116662
AGO2	1141.005568	1125.33717	1303.019225	493.6440719	469.2236561	599.4111576	1184.11499	666.795633
AGO3	133.8558312	164.2383978	146.511731	211.3506057	164.4832925	220.5483676	165.5584094	151.7744233
AGO4	120.0086763	119.3769836	127.8081058	44.3392879	26.77634994	36.03017887	129.4678219	53.6269629
AGPAT1	1090.232667	1040.17652	1013.113034	654.7434846	641.3573343	826.5104668	1116.516747	810.4754204
AGPAT2	2593.110551	2452.930886	2459.526718	4976.346079	4886.046332	4472.109475	2217.566099	4201.116037
AGPAT3	1178.854458	1294.137746	1257.299252	307.4190628	325.1413921	369.0363775	1440.186302	732.5645498
AGPAT4	40.61832119	42.58032536	62.34541745	60.5970268	48.45244275	58.95847452	57.28664685	37.43769108
AGPAT5	1049.614345	1024.208898	1034.93393	832.1006362	898.9203194	771.9192867	560.8362726	906.5992218
AGPS	2097.382403	2119.13155	2066.750588	1556.309005	1320.966597	1398.626034	1591.995916	1738.323061
AGR2	2.76943099	3.041451812	7.273632036	42.86131164	48.45244275	30.57106086	4.582931748	6.070976932
AGR3	0	0	0	0	0	2.183647204	0	1.011829489
AGRN	6846.033408	6930.708316	6128.554535	687.2589624	1180.709526	1378.97321	5678.825302	2288.758303
AGRP	0	0	0	5.911905053	0	0	1.718599405	0
AGT	0	0	0	0	3.825192848	0	1.718599405	0
AGTPBP1	234.4784905	206.0583602	193.2707941	271.9476324	221.8611852	208.538308	203.3675963	183.1411374
AGTR2	0	0	0	2.955952527	1.275064283	0	0	0
AGTRAP	1657.96602	1455.334692	1431.866421	2916.047167	2752.863787	2396.552807	839.8222428	2343.397096
AGXT	0	0	0	0	1.275064283	0	0	0
AGXT2	0	0	0	0	3.825192848	5.459118011	0	0
AHCTF1	710.8206209	772.5287602	658.7832444	310.3750153	285.6143993	347.1999055	1614.337708	236.7681003
AHCTF1P1	0.923143663	8.363992482	6.234541745	0	5.100257131	3.275470807	10.8844629	2.023658977
AHCY	13978.24135	13056.19226	13840.68267	30005.8741	28736.12374	23239.46537	5828.34345	18207.87165
AHCYL1	1706.892634	1600.564016	1707.225348	888.2637342	804.5655624	950.9783575	1572.518456	1056.349986
AHCYL2	272.3273807	297.3019146	278.4761979	161.0994127	164.4832925	174.6917763	420.4839879	298.4896991
AHDC1	482.804136	524.6504375	528.896958	143.3636975	192.5347067	267.4967825	763.058136	318.7262889
AHI1	92.31436635	105.6904505	93.51812617	23.64762021	26.77634994	39.30564968	116.2918931	35.4140321
AHNAK	4000.904637	4572.822799	4558.489106	982.8542151	1086.354769	1923.793187	5613.518525	1131.225368
