Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3	NKO70_1	NKO70_2	NKO70_3
ACTA2	8.271563102	2.279315896	7.257978299	10.46737353	1.291167105	7.721555215	1.712723621	5.142618704	0	1.030456656	0.911268183
ACTA2-AS1	0.919062567	0	1.036854043	5.981356303	0	1.103079316	0.570907874	0	0	1.030456656	0
ACTB	147416.7167	144393.1425	150518.0277	71384.4968	76727.6052	98059.33891	69732.97133	96202.96809	157520.2433	160651.284	156734.4824
ACTBL2	127.7496968	137.5187257	127.5330473	1115.52295	992.9075036	1030.276081	255.1958196	521.4615366	192.6228725	194.7563079	169.4958821
ACTC1	1.838125134	0	0	0	5.164668419	3.309237949	0.570907874	0	3.85245745	2.060913311	0
ACTG1	44808.89545	43459.71619	46178.3685	63127.23442	65046.41641	72450.2495	25765.07234	64763.05438	64347.59679	62454.94744	58916.22184
ACTG1P17	6.433437969	12.15635144	14.5159566	37.38347689	56.81135261	36.40161744	23.9781307	34.96980719	3.85245745	8.243653245	10.9352182
ACTG1P20	6.433437969	9.877035549	4.147416171	2.990678151	2.58233421	2.206158633	7.992710232	10.28523741	6.741800538	6.182739934	5.467609099
ACTG2	1.838125134	0.759771965	2.073708086	0	3.873501314	4.412317266	1.141815747	2.057047482	0	0	0
ACTL10	0.919062567	0.759771965	0	1.495339076	0	0	0	0	0	1.030456656	0
ACTL6A	17921.72006	16674.71532	17203.48228	29094.8124	30311.43895	26234.53538	6703.600253	18963.92073	27509.43554	27248.36534	24177.76743
ACTL6B	0	0	0	0	0	0	0	1.028523741	0	0	0
ACTL8	11.94781337	16.71498324	4.147416171	13.45805168	15.49400526	14.34003111	13.1308811	43.19799711	28.89343088	34.00506964	32.80565459
ACTN1	4411.500321	4681.71485	4606.742512	2168.24166	2683.045244	3801.211324	7066.697661	3388.985726	3003.953697	3212.963852	3581.28396
ACTN1-AS1	0	1.519543931	5.184270214	14.95339076	34.86151183	19.85542769	5.709078737	5.142618704	1.926228725	8.243653245	0.911268183
ACTN2	0	0	0	10.46737353	1.291167105	2.206158633	0	0	0	0	0
ACTN3	0	0	0	0	9.038169734	2.206158633	1.141815747	0	0	0	0
ACTN4	6146.690448	6742.21642	6044.859069	1954.408172	2160.122566	3134.951417	8113.171794	2999.175228	3742.662413	3996.110911	4605.549397
ACTR10	1397.894164	1290.852569	1380.052731	3367.503599	3746.966938	3129.436021	751.3147618	2037.50553	1618.995244	1555.98955	1535.486888
ACTR1A	4372.899693	4402.118767	4491.651713	4355.922728	3953.553675	4048.301091	2647.29981	4170.663769	5043.829917	4850.359478	4909.001702
ACTR1B	1059.67914	961.8713081	1009.895838	1157.392445	1101.36554	884.6696117	698.2203296	1257.884535	1344.50765	1371.537809	1260.283897
ACTR2	7175.12146	6954.192798	7192.656495	7543.985637	7186.636105	7539.547127	6628.240414	7448.568931	7271.513438	7449.171164	7549.856897
ACTR3	7974.705893	7803.617856	8232.6211	11524.57826	10495.8974	9594.583894	4130.518466	8103.738554	8306.861377	8421.922246	8354.506703
ACTR3-AS1	9.190625669	2.279315896	1.036854043	20.93474706	5.164668419	13.2369518	1.141815747	13.37080863	1.926228725	0	0
ACTR3B	398.8731541	424.7125286	382.5991418	231.7775567	299.5507683	300.0375741	265.4721613	369.2400229	571.126817	535.8374609	550.4059826
ACTR3C	3.676250268	3.798859826	0	1.495339076	1.291167105	6.618475898	1.141815747	1.028523741	5.778686176	3.091369967	5.467609099
ACTR5	164.5121995	144.3566734	159.6755226	110.6550916	151.0665513	157.7403422	82.78164169	161.4782273	226.3318752	232.8832042	206.8578776
ACTR6	596.4716059	527.2817439	586.8593882	1256.084824	1345.396123	1195.737979	378.5119203	765.2216631	832.1308093	831.5785211	736.3046919
ACTR8	515.5941001	483.2149699	507.0216269	475.5178261	424.7939775	425.7886161	638.8459107	595.5152459	444.9588355	530.6851777	515.7777916
ACTRT3	27.57187701	36.46905433	42.51101575	164.4872983	152.3577184	164.3588181	67.3671291	105.9379453	49.11883249	24.73095974	41.91833642
ACVR1	292.2618963	271.2385916	286.1717158	188.4127235	214.3337394	221.7189426	302.5811731	240.6745553	183.9548433	235.9745741	193.1888548
ACVR1B	702.1638011	724.8224549	788.0090725	427.6669757	481.6053301	434.6132507	762.7329193	634.5991481	601.9464766	634.7612999	612.372219
ACVR1C	25.73375187	25.83224682	18.66337277	25.42076429	29.69684341	24.26774496	31.39993306	31.88423596	11.55737235	40.18780957	36.45072732
ACVR2A	91.90625669	87.37377601	122.348777	112.1504307	109.7492039	97.07097984	59.94532674	83.310423	73.19669156	77.28424917	88.39301376
ACVR2B	139.6975102	124.6026023	111.9802366	38.87881597	33.57034473	47.4324106	68.50894485	44.22652085	71.27046283	106.1370355	110.2634502
ACVR2B-AS1	24.81468931	33.42996647	8.294832342	13.45805168	3.873501314	5.515396582	17.12723621	4.114094963	7.704914901	20.60913311	22.78170458
ACVRL1	2.757187701	1.519543931	3.110562128	7.476695379	10.32933684	13.2369518	25.69085432	14.39933237	4.815571813	0	0.911268183
ACY1	22.97656417	37.98859826	33.17932937	41.86949412	58.10251972	24.26774496	7.992710232	14.39933237	25.04097343	43.27917954	33.71692277
ACYP1	106.6112578	98.01058352	85.02203151	160.0012811	175.5987263	151.1218663	94.19979917	155.3070849	171.4343565	166.9339782	144.8916411
ACYP2	158.9978241	153.473937	126.4961932	355.8907	464.8201577	379.4592848	91.3452598	281.815505	161.8032129	221.548181	173.1409548
ADA	704.0019263	654.9234341	658.4023172	1689.733156	1788.26644	1679.989799	603.4496225	1291.825818	759.8972321	753.2638153	651.5567509
ADA2	0.919062567	3.039087861	0	0	5.164668419	0	3.425447242	2.057047482	0	3.091369967	0
ADAD1	0	0	0	0	1.291167105	1.103079316	0	0	0	0	0
ADAD2	3.676250268	4.558631792	4.147416171	7.476695379	0	4.412317266	10.27634173	14.39933237	2.889343088	4.121826623	2.733804549
ADAL	214.1415781	216.5350101	230.1815975	406.7322286	355.0709538	329.8207156	244.9194778	285.9295999	231.147447	226.7004642	232.3733867
ADAM10	1782.062317	1813.575681	1672.445571	1039.260658	1093.618538	1183.604106	2145.471789	1037.780454	1324.282249	1292.192646	1526.374207
ADAM11	76.28219306	106.3680751	72.57978299	35.88813782	27.1145092	49.63856924	107.9015881	62.73994819	87.643407	91.71064235	96.59442741
ADAM12	9.190625669	5.318403757	8.294832342	2.990678151	7.747002629	5.515396582	8.563618106	2.057047482	0.963114363	0	0
ADAM15	2123.953592	2147.875346	1947.211892	1230.664059	1397.042807	1383.261463	1941.086771	1942.881346	1688.339478	1713.649418	1825.270171
ADAM17	778.4459942	790.9226159	751.719181	514.3966421	482.8964972	563.6735307	996.8051475	589.3441035	529.7128994	525.5328944	597.7919281
ADAM18	1.838125134	7.597719653	0	7.476695379	5.164668419	6.618475898	0	9.256713667	0	3.091369967	1.822536366
ADAM19	50.54844118	47.10586185	35.25303745	32.89745967	30.98801052	31.98930018	186.1159668	54.51175826	48.15571813	57.70557272	49.20848189
ADAM20	9.190625669	6.837947688	2.073708086	20.93474706	2.58233421	3.309237949	6.850894485	4.114094963	2.889343088	4.121826623	2.733804549
ADAM20P1	4.595312835	9.877035549	7.257978299	49.3461895	55.52018551	18.75234838	12.55997322	12.34228489	8.668029263	13.39593652	13.66902275
ADAM21	0.919062567	0	2.073708086	26.91610336	27.1145092	14.34003111	4.56726299	9.256713667	4.815571813	1.030456656	0
ADAM21P1	0.919062567	0.759771965	0	1.495339076	2.58233421	5.515396582	0	2.057047482	0	1.030456656	0
ADAM22	122.2353214	120.8037425	96.42742598	74.76695379	102.0022013	99.27713847	248.3449251	87.42451797	91.49586445	109.2284055	92.03808649
ADAM23	986.1541343	1035.569189	1027.522356	248.2262866	245.3217499	259.2236393	1125.830327	416.552115	365.0203434	386.4212459	467.4805779
ADAM28	1.838125134	7.597719653	1.036854043	10.46737353	19.36750657	2.206158633	8.563618106	5.142618704	0	1.030456656	0.911268183
ADAM29	0	0	0	0	0	0	0	0	0.963114363	0	1.822536366
ADAM32	0.919062567	0.759771965	2.073708086	8.972034454	1.291167105	0	0	0	0	4.121826623	0
ADAM33	0	0	0	0	1.291167105	0	3.996355116	0	0	0	0
ADAM3A	0.919062567	0	0	0	5.164668419	5.515396582	0.570907874	1.028523741	0	0	0
ADAM5	0	0	0	0	0	1.103079316	0	0	0	1.030456656	0
ADAM6	0	2.279315896	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	1.103079316	0	0	0	0	0
ADAM8	21.13843904	18.23452717	14.5159566	4.486017227	9.038169734	11.03079316	15.98542046	8.228189926	15.4098298	28.85278636	5.467609099
ADAM9	3421.669937	3535.218955	3387.402158	1350.291185	1535.197688	1732.937606	4203.023766	1414.220144	2886.453745	3073.852204	3189.438641
ADAMDEC1	0	0	0	1.495339076	5.164668419	0	0	0	0	0	0
ADAMTS1	152.5643861	160.3118847	123.3856311	58.31822395	41.31734735	62.87552103	147.2942314	52.45471078	64.52866229	84.49744576	111.1747183
ADAMTS10	0	0	1.036854043	0	0	0	1.141815747	0	0	0	0
ADAMTS12	2.757187701	3.798859826	1.036854043	14.95339076	21.94984078	17.64926906	2.854539369	0	1.926228725	1.030456656	0
ADAMTS13	41.35781551	27.35179075	19.70022681	4.486017227	18.07633947	20.95850701	153.0033102	16.45637985	13.48360108	12.36547987	11.84648638
ADAMTS14	2.757187701	0.759771965	8.294832342	19.43940798	19.36750657	24.26774496	57.09078737	20.57047482	0.963114363	3.091369967	1.822536366
ADAMTS15	181.9743883	211.9763783	199.0759762	52.33686765	63.26718814	92.65866258	437.3154313	152.2215136	108.831923	143.2334751	164.028273
ADAMTS16	104.7731326	138.2784977	128.5699013	37.38347689	29.69684341	40.81393471	203.243203	65.82551941	93.42209317	71.10150924	103.8845729
ADAMTS17	41.35781551	44.06677399	24.88449703	149.5339076	157.5223868	154.4311043	125.5997322	78.1678043	35.63523142	44.30963619	49.20848189
ADAMTS18	0	0	0	8.972034454	7.747002629	4.412317266	1.141815747	1.028523741	0	0	0
ADAMTS19	0	0	0	1.495339076	0	0	0	0	0	0	0
ADAMTS19-AS1	0	0	0	0	2.58233421	0	0	0	0	0	0
ADAMTS2	5.514375402	26.59201879	24.88449703	5.981356303	12.91167105	25.37082428	58.23260312	28.79866474	4.815571813	4.121826623	5.467609099
ADAMTS20	26.65281444	37.2288263	30.06876724	125.6084824	85.21702892	60.6693624	42.81809053	31.88423596	40.45080323	28.85278636	31.89438641
ADAMTS3	0	0.759771965	0	4.486017227	1.291167105	4.412317266	1.141815747	0	0	0	0.911268183
ADAMTS4	0.919062567	0.759771965	0	2.990678151	1.291167105	0	4.56726299	1.028523741	0	5.152283278	1.822536366
ADAMTS5	0.919062567	0	3.110562128	0	0	3.309237949	2.854539369	0	1.926228725	0	0
ADAMTS6	1.838125134	3.798859826	10.36854043	20.93474706	27.1145092	39.71085539	15.41451259	18.51342733	6.741800538	13.39593652	11.84648638
ADAMTS7	24.81468931	32.67019451	14.5159566	17.94406891	18.07633947	40.81393471	102.1925094	25.71309352	9.631143626	8.243653245	9.112681831
ADAMTS8	9.190625669	9.877035549	5.184270214	11.96271261	3.873501314	12.13387248	25.69085432	17.48490359	5.778686176	0	13.66902275
ADAMTS9	7.352500535	3.798859826	1.036854043	10.46737353	19.36750657	9.927713847	7.992710232	2.057047482	7.704914901	4.121826623	0.911268183
ADAMTS9-AS1	0	0	0	1.495339076	0	0	1.141815747	0	0	1.030456656	0
ADAMTS9-AS2	0	0	0	0	5.164668419	0	0	0	0	0	0
ADAMTSL1	0	0	0	5.981356303	1.291167105	2.206158633	0.570907874	0	0	0	0
ADAMTSL2	0	0	0	0	0	1.103079316	1.141815747	0	0	0	0
ADAMTSL3	3.676250268	0.759771965	0	14.95339076	11.62050394	3.309237949	13.70178897	7.199666185	0.963114363	0	0.911268183
ADAMTSL4	15.62406364	17.4747552	6.221124257	8.972034454	5.164668419	8.824634531	23.9781307	4.114094963	9.631143626	7.213196589	9.112681831
ADAMTSL4-AS1	0.919062567	0	0	0	0	0	0	1.028523741	0	0	0
ADAMTSL4-AS2	1.838125134	0.759771965	2.073708086	0	5.164668419	5.515396582	2.854539369	1.028523741	0	0	0
ADAMTSL5	133.2640722	136.7589538	173.1546251	136.0758559	169.1428907	176.4926906	224.3667944	142.9648	116.5368379	93.77155566	130.3113502
ADAP1	2083.514839	2103.0488	1935.806498	980.9424337	881.8671326	902.3188808	1001.372411	1328.852673	2559.957976	2579.233009	2505.076235
ADAP2	11.94781337	20.51384306	13.47910256	8.972034454	15.49400526	11.03079316	38.25082754	11.31376115	12.52048671	12.36547987	10.9352182
ADAR	2701.124884	3005.657895	2903.19132	855.3339513	908.9816418	1271.850452	4505.034032	1428.619476	1458.155145	1482.827127	1855.342021
ADARB1	137.859385	133.7198659	134.7910256	98.692379	99.41986707	105.8956144	267.7557928	128.5654676	104.9794655	138.0811919	131.2226184
ADARB2	0	0.759771965	3.110562128	0	9.038169734	1.103079316	6.850894485	0	2.889343088	3.091369967	0
ADARB2-AS1	0	0	0	0	0	1.103079316	0	5.142618704	0	0	0
ADAT1	607.5003567	657.9625219	627.2966959	466.5457916	445.4526512	443.4378852	1025.350541	635.6276718	559.5694447	535.8374609	586.8567099
ADAT2	102.0159449	106.3680751	90.20630172	143.5525513	145.9018828	163.2557388	79.35619445	129.5939913	119.426181	122.624342	99.32823196
ADAT3	57.90094172	85.85423208	73.61663704	73.27161471	58.10251972	77.21555215	75.35983933	60.68290071	98.23766498	110.2588622	108.4409138
ADCK1	138.7784476	118.5244266	146.19642	59.81356303	43.89968156	79.42171078	55.37806375	100.7953266	178.1761571	155.598955	148.5367138
ADCK2	1197.538525	1116.105017	1115.65495	737.2021643	761.7885918	676.1876209	620.5768587	1047.037168	1335.839621	1151.020084	1266.662774
ADCK5	179.2172006	205.1384306	193.891706	176.4500109	171.7252249	159.9465009	164.9923755	202.6191769	197.4384443	167.9644349	231.4621185
ADCY1	442.0690947	544.7564991	439.6261141	291.5911198	311.1712723	344.1607467	863.2127051	286.9581237	368.8728009	403.939009	372.7086869
ADCY10	37.68156524	31.91042254	48.73214001	80.74831009	105.8757026	79.42171078	17.69814409	59.65437696	16.37294416	27.8223297	17.31409548
ADCY10P1	0	0.759771965	0	0	0	0	5.709078737	0	1.926228725	0	0
ADCY2	0	0.759771965	1.036854043	0	0	3.309237949	0	0	0	0	0.911268183
ADCY3	1822.50107	1964.01053	1735.693668	487.4805387	450.6173196	529.4780719	1569.996653	835.1612775	1528.462493	1583.81188	1600.186929
ADCY4	0	0	0	0	0	0	0	1.028523741	0	0	0
ADCY5	14.70500107	13.67589538	11.40539447	5.981356303	2.58233421	12.13387248	30.25811731	13.37080863	4.815571813	4.121826623	3.645072732
ADCY6	443.9072198	397.3607379	381.5622877	106.1690744	131.6990447	189.7296424	886.04902	247.8742215	313.0121678	283.3755803	354.4833232
ADCY6-DT	0.919062567	7.597719653	17.62651873	37.38347689	38.73501314	56.25704514	6.850894485	28.79866474	5.778686176	10.30456656	9.112681831
ADCY7	71.68688022	88.89331994	81.91146938	19.43940798	33.57034473	30.88622086	170.7014542	43.19799711	57.78686176	49.46191947	61.96623645
ADCY8	0	0.759771965	0	5.981356303	5.164668419	3.309237949	0.570907874	4.114094963	0	0	0
ADCY9	622.2053578	582.7450974	649.0706308	161.4966202	184.636896	269.1513532	642.2713579	291.0722186	438.217035	392.6039858	471.1256507
ADCYAP1	0	0.759771965	0	11.96271261	6.455835524	9.927713847	0	5.142618704	0	0	0
ADCYAP1R1	0	0	0	0	0	1.103079316	3.425447242	0	0	0	1.822536366
ADD1	1966.793893	2011.876164	2088.224042	795.5203883	894.7788036	901.2158015	2074.679213	1280.512057	1543.872323	1632.243343	1682.201066
ADD2	1226.029464	1440.527646	1247.335413	279.6284072	379.6031288	462.1902336	1806.92342	696.3105725	542.2333861	659.4922596	803.7385375
ADD3	435.6356567	469.5390746	484.210838	469.5364698	480.314163	403.7270298	691.940343	483.4061582	358.2785429	326.6547598	406.4256097
ADD3-AS1	34.92437754	46.34608988	43.5478698	16.44872983	28.40567631	13.2369518	39.96355116	22.6275223	26.00408779	16.48730649	19.13663184
ADGB	2.757187701	0.759771965	0	2.990678151	16.78517236	5.515396582	0	1.028523741	0	0	1.822536366
ADGRA1	0	0	1.036854043	0	5.164668419	8.824634531	5.138170864	2.057047482	0	0	0
ADGRA2	45.95312835	56.22312543	46.65843192	35.88813782	49.06434998	49.63856924	129.0251795	41.14094963	38.5245745	36.06598295	20.04790003
ADGRA3	626.8006707	567.5496581	637.6652363	228.7868786	298.2596012	261.429798	582.3260312	265.3591251	445.9219499	470.9186916	520.3341325
ADGRB1	90.06813156	85.85423208	97.46428002	10.46737353	27.1145092	30.88622086	246.6322015	79.19632804	71.27046283	60.79694268	74.72399101
ADGRB2	267.447207	300.8696983	284.0980077	70.28093656	92.96403155	102.5863764	558.3479005	219.0755568	204.1802449	143.2334751	164.9395411
ADGRB3	1.838125134	0	0	0	1.291167105	0	1.141815747	2.057047482	0.963114363	0	0
ADGRD1	0	0	3.110562128	2.990678151	1.291167105	5.515396582	3.425447242	1.028523741	2.889343088	4.121826623	5.467609099
ADGRD2	12.86687594	27.35179075	15.55281064	14.95339076	2.58233421	6.618475898	24.54903857	19.54195107	12.52048671	15.45684983	19.13663184
ADGRE1	0	0	6.221124257	11.96271261	1.291167105	7.721555215	9.13452598	9.256713667	0	1.030456656	1.822536366
ADGRE2	0.919062567	3.798859826	2.073708086	10.46737353	2.58233421	4.412317266	4.56726299	7.199666185	0.963114363	0	0
ADGRE4P	0.919062567	0	0	0	0	1.103079316	1.141815747	5.142618704	2.889343088	2.060913311	0
ADGRE5	11.94781337	3.798859826	6.221124257	23.92542521	12.91167105	0	4.56726299	12.34228489	5.778686176	14.42639318	4.556340915
ADGRF1	14.70500107	28.11156272	21.7739349	121.1224651	138.1548802	111.411011	34.25447242	50.3976633	33.70900269	35.03552629	30.98311822
ADGRF2	0	0	2.073708086	2.990678151	3.873501314	0	3.425447242	1.028523741	0	1.030456656	0
ADGRF3	132.3450096	132.200322	128.5699013	233.2728958	205.2955697	222.8220219	74.78893146	203.6477007	204.1802449	202.9999612	151.2705184
ADGRF4	0.919062567	0.759771965	2.073708086	151.0292466	105.8757026	73.9063142	110.7561275	106.966469	5.778686176	4.121826623	4.556340915
ADGRF5	0	0	0	0	3.873501314	1.103079316	4.56726299	0	3.85245745	0	1.822536366
ADGRG1	1950.250767	2081.775185	2115.182247	556.2661362	683.0273985	900.1127222	2800.874029	1380.27886	1561.208382	1677.583435	1937.356157
ADGRG2	29.41000214	27.35179075	25.92135107	109.1597525	126.5343763	125.7510421	164.4214676	49.36913956	44.30326068	47.40100616	45.56340915
ADGRG3	13.7859385	14.43566734	8.294832342	1.495339076	1.291167105	0	6.850894485	1.028523741	13.48360108	10.30456656	8.201413648
ADGRG4	0	0	0	2.990678151	1.291167105	4.412317266	0	0	1.926228725	0	0.911268183
ADGRG5	0.919062567	4.558631792	0	0	0	8.824634531	1.712723621	4.114094963	0	1.030456656	0.911268183
ADGRG6	746.2788044	743.0569821	677.0656899	565.2381706	582.3163643	564.77661	1307.949939	696.3105725	521.0448702	538.9288309	664.3145055
ADGRG7	1.838125134	5.318403757	8.294832342	37.38347689	32.27917762	27.57698291	1.141815747	10.28523741	1.926228725	4.121826623	2.733804549
ADGRL1	1307.826033	1503.588719	1394.568688	174.9546719	187.2192302	326.5114776	1410.142448	481.3491107	743.5242879	707.9237224	937.6949604
ADGRL2	1498.991047	1480.035788	1398.716104	177.94535	220.7895749	197.4511976	957.9834121	383.6393553	1182.704437	1157.202824	1349.588179
ADGRL3	181.9743883	199.8200269	206.3339545	49.3461895	54.2290184	40.81393471	120.4615614	27.770141	155.0614124	130.8679953	169.4958821
ADGRL3-AS1	3.676250268	0.759771965	5.184270214	0	0	0	2.283631495	2.057047482	3.85245745	0	4.556340915
ADGRL4	0	0.759771965	1.036854043	0	3.873501314	0	0	1.028523741	0	0	0
ADGRV1	202.1937647	170.9486922	141.0121498	228.7868786	216.9160736	183.1111665	101.0506937	167.6493697	129.0573246	102.0152089	116.6423274
ADH1A	0.919062567	0.759771965	0	0	3.873501314	5.515396582	1.141815747	0	1.926228725	2.060913311	0
ADH1B	0.919062567	0.759771965	2.073708086	1.495339076	0	1.103079316	0	3.085571222	0	0	0.911268183
ADH1C	0.919062567	0	0	4.486017227	2.58233421	1.103079316	0	0	0.963114363	3.091369967	0
ADH4	4.595312835	0	0	1.495339076	1.291167105	1.103079316	0	0	0	0	0
ADH5	5576.871656	5553.173294	5490.142156	13502.91185	13900.70505	11087.05021	2025.010228	7584.334064	7708.767358	7556.338656	7214.510205
