GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PALM3,91.74407653,-3.273965978,1.008954222,-3.24491033,0.001174876,0.00256757
SLITRK4,18.49773988,-3.268809802,0.720368933,-4.537688472,5.69E-06,1.59E-05
SNORD96A,6.617773729,-3.267765649,1.220901521,-2.676518616,0.007439143,0.014430994
PTPRZ1,272.4407928,-3.226573123,0.192525595,-16.75919053,4.85E-63,1.63E-61
FOXD2-AS1,58.72626101,-3.222339846,0.412121328,-7.818910655,5.33E-15,2.70E-14
ZBTB12,43.07891118,-3.212109163,0.480212641,-6.688930875,2.25E-11,9.20E-11
LOC101927969,35.10971282,-3.209711245,0.495844747,-6.473218203,9.59E-11,3.77E-10
TBL1X,136.0442419,-3.207100416,0.275705573,-11.632338,2.82E-31,3.05E-30
LOC90246,6.108719956,-3.197802707,1.26508183,-2.527743764,0.01147981,0.02160785
NBL1,7.738021702,-3.188817022,1.043598356,-3.055597973,0.002246122,0.004723258
SLC2A4,9.897988897,-3.187141358,0.936631571,-3.402769516,0.000667065,0.001504712
JADE2,1067.676119,-3.186090929,0.113470371,-28.07861555,1.79E-173,1.14E-170
PLA2G3,143.0376248,-3.184388073,0.25414056,-12.530027,5.11E-36,6.65E-35
SOX1,24.80940495,-3.180276829,0.591154378,-5.379773794,7.46E-08,2.43E-07
RSKR,7.577309885,-3.179618335,1.088933565,-2.919937852,0.003501012,0.007159464
KCNJ4,18.75100181,-3.164388299,0.686078279,-4.612284628,3.98E-06,1.13E-05
LOC100130370,7.374138866,-3.160854386,1.076537576,-2.936130104,0.003323349,0.006822598
VSIG10L,127.8757718,-3.159768201,0.278096259,-11.36213846,6.45E-30,6.58E-29
SCARF2,19.16845556,-3.159131507,0.666808966,-4.737686008,2.16E-06,6.26E-06
MASP2,5.693215961,-3.158191098,1.263676579,-2.499208381,0.01244711,0.02327903
SH3RF3,5.887603491,-3.14601085,1.206299923,-2.607983959,0.009107722,0.017405393
NECAB2,41.16433417,-3.132126021,0.451876558,-6.931375316,4.17E-12,1.77E-11
PRX,26.05288844,-3.111940223,0.565392466,-5.504035535,3.71E-08,1.24E-07
WHAMMP2,13.369241,-3.102023746,0.799660442,-3.879176187,0.000104811,0.000260423
TSHZ1,25.54954203,-3.097655456,0.587659873,-5.271170619,1.36E-07,4.33E-07
LOC105377576,8.967149611,-3.087967921,0.955422579,-3.232044111,0.001229081,0.002676879
LOC105370567,5.320598339,-3.048913057,1.253841946,-2.43165661,0.015029949,0.027714055
EPHA3,40.39760405,-3.043562044,0.462474212,-6.581041639,4.67E-11,1.87E-10
SLC7A11-AS1,110.5816699,-3.037894327,0.278581755,-10.90485746,1.09E-27,1.01E-26
SEPTIN1,61.73673388,-3.029190308,0.441734884,-6.857484922,7.01E-12,2.94E-11
LRP8,307.7159357,-3.025920644,0.218683088,-13.8370126,1.52E-43,2.57E-42
ZSCAN31,111.8900085,-3.025279425,0.308136761,-9.817976318,9.42E-23,7.01E-22
ZNF618,249.9257771,-3.012644764,0.220945444,-13.63524274,2.47E-42,3.98E-41
SMAD9,64.41513534,-3.008596466,0.367445673,-8.187867453,2.66E-16,1.43E-15
LOC102723996,13.28260928,-3.008363345,0.833734978,-3.60829691,0.000308214,0.000725816
VSIG2,5.368862303,-3.005980843,1.24010395,-2.423974896,0.015351667,0.028262819
ZFHX4,4.906881168,-3.005183348,1.336603278,-2.248373468,0.024552386,0.043391853
MIR4253,6.978605831,-2.988932113,1.101784106,-2.712811065,0.006671513,0.013054709
CRABP2,5.156577726,-2.971553098,1.209081767,-2.457694078,0.013983223,0.025944954
SREBF2,1316.466258,-2.971116454,0.140775731,-21.10531713,7.11E-99,7.28E-97
LOC102723566,5.050411087,-2.969218382,1.248229092,-2.378744736,0.017371701,0.031644901
GABBR1,18.73200951,-2.959512189,0.668725946,-4.425597969,9.62E-06,2.63E-05
LOC100130238,12.65678415,-2.955192966,0.902463972,-3.274582762,0.001058181,0.002325794
OPN1SW,13.17768236,-2.94709888,0.787636067,-3.741701282,0.000182779,0.00044106
FUT2,5.219121205,-2.945917301,1.254379218,-2.348506145,0.018848888,0.034085665
IL21R-AS1,12.06136004,-2.930236434,0.824380628,-3.55447027,0.000378741,0.000880988
LOC105371049,15.04383114,-2.92360725,0.794418043,-3.680187371,0.000233063,0.000556355
MOBP,8.1015671,-2.917261735,0.994771151,-2.932595835,0.003361412,0.00689336
ULBP1,21.51604779,-2.91247835,0.635084979,-4.585966359,4.52E-06,1.28E-05
KCNH2,44.41272977,-2.910600905,0.425822319,-6.835247411,8.19E-12,3.42E-11
ADGRL2,768.6494065,-2.908809402,0.122012738,-23.84021094,1.28E-125,2.84E-123
TRAPPC9,260.0330038,-2.908273087,0.191874914,-15.15713036,6.80E-52,1.60E-50
LOC105375981,21.42001859,-2.903518208,0.644898398,-4.502287827,6.72E-06,1.86E-05
CELSR2,620.9735875,-2.90146486,0.334185595,-8.682196069,3.88E-18,2.30E-17
TSC22D1-AS1,16.70776874,-2.894394277,0.725381081,-3.990170617,6.60E-05,0.000167164
LOC105373610,26.83490486,-2.885735405,0.549916578,-5.247587582,1.54E-07,4.90E-07
KLHDC7B,10.10368158,-2.878653929,0.894104157,-3.219595733,0.001283715,0.00278896
RHBDL1,24.25598616,-2.875620834,0.569246268,-5.051628784,4.38E-07,1.34E-06
DACT2,37.15926972,-2.871845594,0.47118653,-6.094922944,1.09E-09,4.02E-09
CARMIL3,4.746645225,-2.870665878,1.307551096,-2.195452159,0.028131179,0.049099833
TPPP,27.94270402,-2.867904535,0.555792208,-5.160030128,2.47E-07,7.71E-07
MED13L,220.1381491,-2.858507361,0.247165734,-11.56514421,6.19E-31,6.59E-30
FASN,4844.587217,-2.858282507,0.32816559,-8.709878776,3.04E-18,1.81E-17
ENTPD2,42.27640141,-2.856740263,1.070944793,-2.667495356,0.007641895,0.014794382
DDIT4,2329.212669,-2.854937104,0.103219211,-27.65897036,2.18E-168,1.15E-165
LOC101928728,11.91201739,-2.849364563,0.86394099,-3.298100909,0.000973411,0.002148654
TAFA5,81.89256672,-2.84483175,0.327911043,-8.675620457,4.11E-18,2.43E-17
PCSK9,1150.906749,-2.842259256,0.122223576,-23.25459086,1.28E-119,2.33E-117
ABCC1,1850.735064,-2.842133693,0.150379784,-18.89970594,1.15E-79,6.61E-78
INHBE,63.0646269,-2.841873876,0.37296201,-7.61974088,2.54E-14,1.23E-13
BRSK2,100.8187872,-2.84186651,0.30256414,-9.3926085,5.85E-21,4.01E-20
FAM155B,44.331039,-2.841268016,0.463600141,-6.128703947,8.86E-10,3.27E-09
LOC102724776,4.707733211,-2.830170006,1.26420878,-2.238688776,0.025176173,0.044408732
NECTIN1,2403.832906,-2.828539268,0.255441376,-11.0731445,1.69E-28,1.62E-27
DLG3,82.4841857,-2.815895606,0.326010516,-8.637437958,5.75E-18,3.37E-17
TOP2B,642.4232773,-2.813148591,0.163294325,-17.22747311,1.65E-66,6.28E-65
LOR,12.85306988,-2.799393959,0.790989413,-3.539104208,0.000401487,0.000931023
SOX12,933.4626424,-2.796864859,0.158294576,-17.66873464,7.30E-70,3.06E-68
FADS2,3069.568124,-2.793213945,0.083912476,-33.28723066,5.91E-243,1.39E-239
ZNF467,79.42796568,-2.788257838,0.331337479,-8.415159813,3.92E-17,2.20E-16
NEFL,7496.582297,-2.784824082,0.073304964,-37.98957037,0,0
LOC105371998,10.11617112,-2.777546145,0.910566636,-3.050349128,0.002285755,0.004799903
SEMA4D,138.1024188,-2.776587179,0.240765997,-11.53230612,9.07E-31,9.60E-30
LOC101929003,9.507023471,-2.774148933,0.921967049,-3.008945859,0.002621558,0.005469681
LOC105371069,12.53183563,-2.769414308,0.801633787,-3.454712554,0.00055088,0.001256058
NLRC3,6.290655824,-2.767990936,1.112479145,-2.488128382,0.012841737,0.023961854
MORC2-AS1,11.74406994,-2.766375688,0.837818975,-3.301877579,0.0009604,0.002121264
FANCD2OS,22.31698738,-2.764327748,0.586411327,-4.713974,2.43E-06,6.99E-06
PKP4-AS1,28.11729182,-2.759628358,0.520481595,-5.302067131,1.14E-07,3.68E-07
DTX4,45.07507981,-2.754565244,0.425182048,-6.478554908,9.26E-11,3.64E-10
AJM1,61.4073439,-2.754330217,0.382076712,-7.208840872,5.64E-13,2.53E-12
CAPN15,567.4710584,-2.751495574,0.191719473,-14.35167504,1.04E-46,2.01E-45
LOC107987244,14.65095955,-2.750131126,0.734330804,-3.74508479,0.000180333,0.000435357
TBC1D5,454.9809351,-2.74952865,0.15478388,-17.76366279,1.35E-70,5.79E-69
LINC02012,14.55840598,-2.748172397,0.769233128,-3.572613161,0.000353437,0.000825585
CYP4F11,951.9136347,-2.747731174,0.109198682,-25.16267721,1.03E-139,3.23E-137
ZFX,1532.323092,-2.74570008,0.098808158,-27.78819214,6.03E-170,3.44E-167
PPP1R26,402.4770909,-2.741748963,0.15795437,-17.35785442,1.72E-67,6.76E-66
MIR302CHG,16.34423537,-2.740126744,0.669041486,-4.09560065,4.21E-05,0.000108881
SLC26A10,299.7745607,-2.740079989,0.197636791,-13.86422021,1.04E-43,1.77E-42
LAMA5,1672.994485,-2.735813307,0.13708944,-19.95641179,1.32E-88,9.80E-87
CEND1,80.92210153,-2.731218262,0.334420061,-8.167028766,3.16E-16,1.70E-15
MGC12916,52.45874607,-2.722513947,0.422340809,-6.446248838,1.15E-10,4.48E-10
LOC107984263,21.4886004,-2.721069082,0.635031715,-4.28493415,1.83E-05,4.89E-05
GPC1,5423.142946,-2.715367525,0.107756675,-25.19906573,4.10E-140,1.31E-137
SLC9A8,198.0600076,-2.713839631,0.22656564,-11.97816062,4.62E-33,5.35E-32
KCNJ11,10.3790043,-2.699217563,0.881203763,-3.06310263,0.002190549,0.004611452
WDR17,19.8242265,-2.697892745,0.688759567,-3.917031244,8.96E-05,0.000224568
CIC,696.0139864,-2.69614726,0.162735722,-16.56764253,1.19E-61,3.84E-60
PLIN4,34.46008826,-2.691659052,0.569885017,-4.723161644,2.32E-06,6.70E-06
TP73,808.5986257,-2.691593709,0.160296384,-16.79135633,2.82E-63,9.61E-62
TFAP4,194.6473483,-2.688435099,0.201913887,-13.31476074,1.90E-40,2.86E-39
BEND3P3,49.29644127,-2.683390849,0.407981631,-6.577234478,4.79E-11,1.92E-10
CILK1,443.7854119,-2.67968237,0.17007294,-15.7560772,6.24E-56,1.69E-54
LINC01061,11.61156005,-2.676487947,0.808369139,-3.310972445,0.000929724,0.00205717
LOC107984338,51.88148956,-2.666447315,0.418260676,-6.375084887,1.83E-10,7.07E-10
KBTBD11,74.03916914,-2.66594073,0.346635835,-7.690897659,1.46E-14,7.23E-14
LINC02593,9.535005498,-2.662692599,0.886585767,-3.00331079,0.002670596,0.00556429
FZD10,29.25991307,-2.658950796,0.501188993,-5.305285695,1.12E-07,3.62E-07
LOC105376601,6.763150294,-2.657857434,1.054882007,-2.51957794,0.011749562,0.02207817
JAKMIP2,10.3258102,-2.650705747,0.964705947,-2.747682602,0.006001808,0.01182429
PANX2,1001.574992,-2.649265775,0.144320088,-18.35687474,2.91E-75,1.48E-73
PKD1,280.7565293,-2.644904785,0.198870524,-13.299632,2.33E-40,3.49E-39
LOC107984507,30.51564516,-2.642900047,0.511638157,-5.165564783,2.40E-07,7.49E-07
LMNB1,1293.792236,-2.63677325,0.121329053,-21.73241438,1.01E-104,1.23E-102
CCDC106,146.1369076,-2.636670834,0.230738947,-11.42707317,3.06E-30,3.16E-29
ADGRL1,756.0552242,-2.635439243,0.178198239,-14.78936746,1.72E-49,3.71E-48
HS6ST1,1558.586879,-2.634007055,0.141410466,-18.62667688,1.95E-77,1.05E-75
AGRN,3574.278376,-2.63037745,0.279316347,-9.417198365,4.63E-21,3.19E-20
STEAP3,505.9392493,-2.625789999,0.144642531,-18.15365081,1.20E-73,5.68E-72
UNC5B,254.7772433,-2.624866148,0.18442267,-14.23288224,5.73E-46,1.06E-44
SSPO,11.34918201,-2.619528734,0.839007661,-3.122174987,0.001795202,0.003821891
LOC100129503,5.670914257,-2.615469303,1.120981981,-2.333194778,0.019637925,0.035400275
PPP2R2C,1356.812185,-2.615218984,0.095381711,-27.41845315,1.65E-165,8.30E-163
GOLIM4,141.5627562,-2.614771268,0.251860575,-10.38182046,3.00E-25,2.50E-24
PHF2,283.9072741,-2.609169449,0.188859124,-13.81542702,2.06E-43,3.44E-42
EN2,107.4705103,-2.609090944,0.267658154,-9.747847789,1.88E-22,1.39E-21
SLC34A3,5.834458114,-2.608503682,1.161102029,-2.246575767,0.024667152,0.043576433
H6PD,485.0472057,-2.608231863,0.174563127,-14.94148229,1.77E-50,3.97E-49
GLI2,268.9812608,-2.607380719,0.210412904,-12.39173392,2.90E-35,3.67E-34
EGFR,2043.39844,-2.600181704,0.122676004,-21.19552012,1.05E-99,1.10E-97
PER1,147.3896769,-2.595136248,0.228983249,-11.33330169,8.98E-30,9.11E-29
PTPRU,383.475487,-2.59086001,0.160321949,-16.16035745,9.60E-59,2.85E-57
LOC729218,22.3445872,-2.588269978,0.578145762,-4.47684675,7.58E-06,2.09E-05
ITGA3,2619.093428,-2.58663422,0.125440471,-20.62041214,1.80E-94,1.59E-92
LOC105378726,20.68370845,-2.585300567,0.636323885,-4.06286897,4.85E-05,0.000124457
LOC105369352,273.6953712,-2.581565821,0.174956719,-14.75545398,2.84E-49,6.10E-48
IL22RA1,95.04836575,-2.581078228,0.306068609,-8.433005379,3.37E-17,1.90E-16
PCDHB14,9.396424809,-2.580882607,0.879803883,-2.9334749,0.003351908,0.006875207
COL7A1,824.1103914,-2.580534883,0.170290271,-15.15374229,7.16E-52,1.68E-50
SRCIN1,75.86663468,-2.580270275,0.350601903,-7.359544412,1.85E-13,8.53E-13
H1-0,857.4984689,-2.576115812,0.131621148,-19.57220294,2.67E-85,1.80E-83
LONP1,1289.040799,-2.573911377,0.140020703,-18.3823629,1.82E-75,9.27E-74
CLK2,74.57297688,-2.572627442,0.32458165,-7.925979311,2.26E-15,1.17E-14
KLC2,869.5693162,-2.569550046,0.126972106,-20.2371223,4.61E-91,3.67E-89
SLIT3,1132.68766,-2.565168157,0.1086216,-23.61563583,2.66E-123,5.51E-121
IRAIN,56.32003869,-2.565165467,0.377797122,-6.789796215,1.12E-11,4.67E-11
MAGEE1,25.59359962,-2.560864125,0.580132834,-4.414272,1.01E-05,2.77E-05
FAXDC2,213.4885394,-2.557226396,0.22744255,-11.24339486,2.50E-29,2.48E-28
DPYSL2,883.7295336,-2.556835699,0.147877669,-17.29020835,5.58E-67,2.16E-65
TUBB1,7.470304562,-2.546245313,1.028446141,-2.475817849,0.013293138,0.024738508
SOX2,1708.787208,-2.545602224,0.088055847,-28.90895162,9.21E-184,6.94E-181
GRIP2,117.9534343,-2.540821544,0.279726992,-9.083219042,1.05E-19,6.83E-19
LOC105373428,14.67294775,-2.539777752,0.686426078,-3.700001839,0.000215598,0.000516769
ALCAM,1152.527183,-2.539282183,0.108451173,-23.41405927,3.07E-121,6.06E-119
KREMEN2,322.3768898,-2.535742734,0.173672818,-14.60068863,2.78E-48,5.73E-47
MEGF8,317.2582863,-2.533879314,0.183660542,-13.79653622,2.67E-43,4.45E-42
PKD1P5-LOC105376752,18.69768619,-2.530959847,0.693947478,-3.647192224,0.000265122,0.000629112
LOC112268189,11.42633193,-2.529776303,0.800329247,-3.160919476,0.00157272,0.003376171
LARP1,2603.524534,-2.527577366,0.139508456,-18.11773588,2.31E-73,1.08E-71
ZNF710-AS1,10.26005563,-2.521113275,0.836448496,-3.014068751,0.002577694,0.005381886
EMX1,43.03604189,-2.512319866,0.482730613,-5.204393088,1.95E-07,6.13E-07
ZNF25,46.79797875,-2.510272159,0.387015726,-6.486227787,8.80E-11,3.46E-10
HSPA1B,1299.302484,-2.50050178,0.121934895,-20.50685967,1.87E-93,1.60E-91
SLC29A2,318.2330356,-2.499653977,0.166669512,-14.99766787,7.60E-51,1.72E-49
KCNC3,119.8626529,-2.497921517,0.248303622,-10.05994797,8.30E-24,6.48E-23
MC1R,13.76243023,-2.485361586,0.727199445,-3.417716561,0.000631488,0.001429657
CREB3L2,462.1170343,-2.48412597,0.15845672,-15.67699984,2.17E-55,5.80E-54
FOXN3,220.5739605,-2.476212484,0.195368369,-12.6745824,8.18E-37,1.09E-35
NSD2,890.1278009,-2.473917708,0.116547862,-21.2266246,5.42E-100,5.75E-98
EEF2K,302.1925345,-2.472956876,0.178701289,-13.83849489,1.49E-43,2.52E-42
HTRA3,18.60655495,-2.471676338,0.626596422,-3.944606529,7.99E-05,0.000201043
PKDCC,11.95401668,-2.469837858,0.829957763,-2.975859699,0.002921685,0.006049215
RAI1,785.9487954,-2.465143796,0.139897641,-17.62105335,1.70E-69,7.05E-68
FADS1,2340.422997,-2.464226136,0.085472957,-28.83047706,8.90E-183,6.26E-180
CNTN1,35.54429055,-2.458665155,0.527524326,-4.660761665,3.15E-06,9.01E-06
SOX21,403.5436933,-2.454614312,0.15844766,-15.49164125,3.95E-54,1.01E-52
