GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MRPS12,3374.029525,1.471376184,0.088156352,16.69052938,1.54E-62,5.05E-61
LOC105379330,23.03337669,1.471635404,0.52756599,2.789481186,0.005279256,0.010491882
PRKCQ-AS1,99.69095031,1.471922345,0.260096748,5.659133973,1.52E-08,5.20E-08
EXO5,144.1630829,1.472390819,0.209804591,7.01791517,2.25E-12,9.74E-12
SMIM26,1325.835089,1.473232358,0.100500072,14.659018,1.18E-48,2.47E-47
SPATA1,113.9195848,1.473567197,0.230003762,6.406709097,1.49E-10,5.78E-10
LINC00535,21.7528045,1.473672793,0.541196264,2.722991435,0.006469374,0.012680333
C12orf29,1152.636828,1.475072346,0.112116811,13.15656712,1.56E-39,2.25E-38
LOC101927267,212.8134885,1.475101078,0.175891096,8.386445408,5.01E-17,2.80E-16
ICAM1,30.40715076,1.475124446,0.457141229,3.226846217,0.001251627,0.002722331
C4orf33,129.9428429,1.476138652,0.225056013,6.55898338,5.42E-11,2.16E-10
APCDD1L,128.6758938,1.476246481,0.280691507,5.259320083,1.45E-07,4.61E-07
SMIM30,1304.973032,1.476295112,0.108524904,13.60328418,3.83E-42,6.11E-41
SLC1A1,68.05720305,1.476414332,0.312615545,4.722779638,2.33E-06,6.71E-06
RPLP0,97588.00636,1.476918071,0.088166122,16.75153717,5.52E-63,1.85E-61
LOC112267878,21.12791108,1.477481516,0.538346057,2.744482843,0.006060632,0.011935723
ZNF655,564.4966568,1.479614581,0.117307844,12.61309164,1.79E-36,2.36E-35
TMSB4X,58865.77644,1.47976575,0.082802343,17.8710613,1.98E-71,8.77E-70
MIR1282,12097.3488,1.480229233,0.072521799,20.410818,1.34E-92,1.11E-90
ATP5PD,5272.444455,1.480724284,0.081944307,18.06988592,5.50E-73,2.53E-71
MRPL54,1239.522435,1.481026464,0.119500156,12.39351069,2.83E-35,3.59E-34
ADAMTS20,55.61236352,1.481117287,0.361912358,4.092475022,4.27E-05,0.000110305
GEMIN6,464.11363,1.481592211,0.128946884,11.48994195,1.48E-30,1.55E-29
POLR2G,4742.473432,1.481633254,0.096047855,15.42599005,1.09E-53,2.76E-52
PFDN4,2571.467487,1.482013574,0.09913693,14.9491575,1.58E-50,3.55E-49
ATXN7L1,125.7830583,1.482197927,0.223548244,6.63032687,3.35E-11,1.35E-10
TMEM169,15.44310836,1.482406301,0.626512579,2.366123762,0.017975434,0.032640419
GACAT2,41.41619238,1.482409312,0.427022872,3.471498624,0.000517562,0.001183929
FAM174C,1518.639094,1.482575486,0.088973796,16.66305763,2.43E-62,7.98E-61
CTSF,508.0778671,1.483003558,0.127891519,11.59579284,4.33E-31,4.63E-30
BMP4,383.5639916,1.484083992,0.139592137,10.63157295,2.12E-26,1.86E-25
LOC100129878,19.73136262,1.484400943,0.652872023,2.273647654,0.02298718,0.040896247
RPL37A,22085.01304,1.485142313,0.083803147,17.72179639,2.85E-70,1.21E-68
ZSCAN16-AS1,62.71121223,1.486290701,0.322762407,4.604906484,4.13E-06,1.17E-05
MRPS33,1724.544631,1.487307777,0.095010183,15.65419336,3.11E-55,8.26E-54
VGLL2,74.02682488,1.48786102,0.283809854,5.242457225,1.58E-07,5.03E-07
FAM72C,22.930853,1.489702325,0.53504643,2.784248697,0.005365188,0.010646616
PSENEN,1032.967656,1.489711345,0.106473087,13.99143561,1.76E-44,3.07E-43
SDHAF2,1747.420194,1.489946683,0.086632813,17.19841044,2.73E-66,1.02E-64
SLC25A20,142.5388548,1.49035834,0.216295713,6.890373916,5.56E-12,2.35E-11
ACP3,12.11354586,1.491429271,0.681326457,2.189008302,0.028596237,0.04977977
ATP23,905.9695941,1.491800377,0.1162023,12.83795912,1.00E-37,1.38E-36
PRPH,14.55094207,1.491832888,0.612438276,2.435891007,0.01485516,0.02742771
ELF3,502.3679751,1.493382449,0.125796544,11.87141079,1.67E-32,1.88E-31
DYNLT1,1888.974614,1.494168175,0.106922273,13.97433974,2.24E-44,3.89E-43
CDH24,463.0842471,1.494311381,0.139274368,10.72926339,7.42E-27,6.66E-26
RPL34,14856.02007,1.4949142,0.093351092,16.01389089,1.02E-57,2.95E-56
TMEM50A,2348.964722,1.494925893,0.083914659,17.81483613,5.42E-71,2.37E-69
EEF1E1,344.3708905,1.495565851,0.147296723,10.15342245,3.20E-24,2.54E-23
CLHC1,215.9165574,1.496838388,0.192399871,7.779830535,7.26E-15,3.65E-14
TMEM60,826.1187269,1.496847599,0.112569042,13.29715142,2.40E-40,3.60E-39
LOC152048,70.8606184,1.497471465,0.299463765,5.000509711,5.72E-07,1.74E-06
LOC102723446,31.83559801,1.497683147,0.498856273,3.002233767,0.002680063,0.005582362
ZNF695,61.05416904,1.497936751,0.331223052,4.522441118,6.11E-06,1.70E-05
ALKBH1,623.7635677,1.498386292,0.123199969,12.16222948,4.94E-34,5.93E-33
COMMD1,1190.318707,1.498925314,0.108413646,13.82598386,1.78E-43,2.98E-42
OLFML2B,27.36364513,1.49914327,0.525823293,2.851040051,0.004357648,0.008784406
HLA-F,15.16718065,1.499227658,0.614941251,2.438001445,0.014768715,0.027289595
RPS26,15450.13081,1.499591212,0.064561758,23.22723649,2.42E-119,4.36E-117
MRPL47,18949.59971,1.500214577,0.071175057,21.07781338,1.27E-98,1.29E-96
NTAN1,824.6201376,1.500528612,0.115960836,12.9399603,2.68E-38,3.74E-37
THYN1,1137.321335,1.500701522,0.120548513,12.44894263,1.42E-35,1.82E-34
LOC112268112,99.88506719,1.501001335,0.292762292,5.12703096,2.94E-07,9.14E-07
TFB2M,1533.402796,1.501580621,0.098436303,15.25433776,1.54E-52,3.71E-51
ALDH1A2,17.23383862,1.501592,0.616600208,2.435276505,0.014880414,0.027462323
RASSF8-AS1,82.74727142,1.501657321,0.271441685,5.532154434,3.16E-08,1.06E-07
TMEM59L,62.19255761,1.501909274,0.307736589,4.88050277,1.06E-06,3.14E-06
LRRC57,1566.513802,1.502396644,0.087486377,17.17292111,4.24E-66,1.58E-64
VPS29,3458.058235,1.504159818,0.093661384,16.05955148,4.90E-58,1.43E-56
EFCAB13,27.02787297,1.504423343,0.446805074,3.367068621,0.000759718,0.001701728
MRPL42,3164.959205,1.504672273,0.082896497,18.15121653,1.26E-73,5.91E-72
LSM3,4268.916176,1.504692681,0.07361915,20.43887616,7.55E-93,6.37E-91
ATP5MF,4114.345604,1.505418827,0.093100684,16.16979343,8.24E-59,2.45E-57
RPL38,11306.74964,1.505903158,0.074365134,20.25012353,3.54E-91,2.83E-89
C1orf52,675.452389,1.50643964,0.128647068,11.70986378,1.13E-31,1.25E-30
THAP2,145.0983768,1.506708345,0.206864188,7.283562989,3.25E-13,1.48E-12
MUC3A,108.6836789,1.50713577,0.232114764,6.493062944,8.41E-11,3.31E-10
ZNF593,1368.430354,1.507244539,0.112508876,13.39667225,6.32E-41,9.70E-40
LGALS1,28195.03333,1.508047161,0.075622719,19.94172097,1.77E-88,1.29E-86
CCDC18-AS1,29.53595778,1.508807203,0.488153297,3.090847103,0.001995864,0.004221827
LOC105377769,68.04256716,1.508861642,0.311446969,4.844682371,1.27E-06,3.73E-06
RGS10,1449.689517,1.509108667,0.092489717,16.31650211,7.53E-60,2.30E-58
ETHE1,1374.234129,1.509519903,0.092052839,16.3984068,1.96E-60,6.09E-59
CACNA1D,17.82343711,1.509784804,0.568921598,2.653766017,0.0079599,0.015348067
FAM162A,1277.200724,1.51063978,0.094998522,15.90171875,6.16E-57,1.72E-55
MINDY3,505.2772196,1.511467381,0.133198597,11.34747221,7.63E-30,7.77E-29
CRIM1-DT,404.844678,1.511474918,0.145389236,10.39605791,2.58E-25,2.16E-24
SOD1,16127.35971,1.511869095,0.075684103,19.97604556,8.90E-89,6.66E-87
TMEM19,1972.598265,1.512127449,0.098727298,15.31620418,5.96E-53,1.46E-51
UQCRQ,6853.112776,1.512370321,0.099473814,15.20370291,3.34E-52,7.93E-51
TRAF3IP2,1147.13247,1.512520512,0.090408705,16.72981055,7.95E-63,2.66E-61
CD80,278.4353234,1.512894503,0.174999239,8.645149022,5.37E-18,3.15E-17
MTHFD2L,365.8041763,1.513075814,0.161782053,9.352556665,8.56E-21,5.84E-20
FSTL1,71.29108686,1.513760887,0.281722322,5.373237297,7.73E-08,2.52E-07
C4orf3,1085.801364,1.514039307,0.101698771,14.88748873,3.97E-50,8.79E-49
CCNC,4447.500907,1.51545877,0.096089425,15.77133777,4.90E-56,1.33E-54
MYL6B,660.2985828,1.5160671,0.115903556,13.08041922,4.26E-39,6.07E-38
RHCE,1242.461106,1.516118242,0.090463794,16.75939269,4.84E-63,1.63E-61
MRPS23,2496.933668,1.516449003,0.101763671,14.9016735,3.21E-50,7.15E-49
LMCD1-AS1,51.30181384,1.516815602,0.354085087,4.283760196,1.84E-05,4.91E-05
OTULINL,197.2005278,1.516891269,0.178269675,8.508969752,1.75E-17,1.00E-16
ZPLD1,145.1999211,1.517096839,0.208191494,7.287026042,3.17E-13,1.45E-12
MIF-AS1,31736.69838,1.518617693,0.072367785,20.98471989,9.05E-98,8.92E-96
HEXB,5184.161625,1.518748968,0.078568097,19.33035192,2.98E-83,1.88E-81
NIT2,3761.982484,1.518803944,0.083540478,18.1804555,7.37E-74,3.52E-72
NCK1,1436.864651,1.51884798,0.107427407,14.13836581,2.20E-45,4.01E-44
LOC104968399,32107.61262,1.518911889,0.087234152,17.41189493,6.70E-68,2.66E-66
KLHL7,3048.040807,1.519404476,0.086385509,17.58864991,3.01E-69,1.25E-67
LOC105379382,141.5378804,1.519419979,0.229718601,6.614266209,3.73E-11,1.50E-10
LOC107986991,935.1742423,1.520742652,0.104708256,14.52361748,8.59E-48,1.73E-46
ALOX12,66.76767815,1.520820257,0.313287361,4.854393914,1.21E-06,3.56E-06
GAS7,19.27387242,1.520942539,0.569142219,2.672341794,0.007532388,0.014591755
FBXO48,64.21105007,1.520999899,0.317401652,4.792035235,1.65E-06,4.82E-06
MIF,31704.03625,1.521040342,0.072372823,21.01673358,4.61E-98,4.57E-96
PADI2,96.37129291,1.522252007,0.28691895,5.305512267,1.12E-07,3.61E-07
LOC100286922,41.31860393,1.522799015,0.404125044,3.768138202,0.00016447,0.000398474
TMEM230,7511.669509,1.522920547,0.067584954,22.53342587,1.95E-112,2.75E-110
TIPARP,1215.360128,1.523220355,0.103298034,14.74587941,3.27E-49,7.01E-48
MRPL40,3347.874537,1.523784132,0.081267255,18.75028424,1.93E-78,1.07E-76
EAPP,881.8126552,1.524280721,0.108307589,14.07362801,5.52E-45,9.78E-44
NR5A2,13.40568384,1.525430868,0.69249796,2.202794746,0.027609219,0.048293573
CRB3,245.1361193,1.525513578,0.158556284,9.621274782,6.50E-22,4.67E-21
MRPL57,2317.145929,1.526309449,0.075641155,20.17829387,1.52E-90,1.18E-88
SLC2A11,231.3069173,1.527264585,0.168735125,9.051254642,1.41E-19,9.06E-19
RPL26,49318.27834,1.527667265,0.075595292,20.20849743,8.24E-91,6.46E-89
LAPTM4A,6781.570893,1.527834588,0.089169011,17.13414298,8.26E-66,3.03E-64
POLR2F,4681.408557,1.528311609,0.091988834,16.61409913,5.51E-62,1.79E-60
CYB561A3,4792.466878,1.52845385,0.076619683,19.94857972,1.54E-88,1.14E-86
ADPRM,252.636016,1.529096433,0.18649741,8.199022342,2.42E-16,1.31E-15
LOC101928034,107.2828233,1.529230445,0.24457204,6.252678937,4.03E-10,1.53E-09
DIMT1,1823.046438,1.529440323,0.087088558,17.56189734,4.82E-69,1.97E-67
HRAT92,78.07574761,1.529612778,0.313176998,4.884179835,1.04E-06,3.08E-06
TRIM66,14054.75154,1.530705819,0.096700736,15.82930881,1.95E-56,5.37E-55
MTHFS,23.62928138,1.530741573,0.57598659,2.657599323,0.00786994,0.015192656
NDUFA1,3375.605461,1.530802659,0.116261028,13.16694589,1.36E-39,1.97E-38
CKLF,82.65675227,1.530847841,0.302495611,5.060727446,4.18E-07,1.28E-06
UQCR10,4907.82674,1.530970007,0.081555689,18.772081,1.28E-78,7.15E-77
IL1A,552.6372297,1.531144788,0.123421148,12.40585433,2.43E-35,3.09E-34
UBL7-AS1,538.8440542,1.531473572,0.140747044,10.88103545,1.42E-27,1.31E-26
EIF2AK3-DT,42.64576044,1.532260379,0.374944942,4.086627678,4.38E-05,0.000112969
LOC101927646,131.0772176,1.532271004,0.257210916,5.957254954,2.57E-09,9.19E-09
LPXN,98.80301981,1.533020831,0.251581606,6.093533041,1.10E-09,4.05E-09
FAM86FP,52.81928297,1.533206047,0.344130071,4.455309717,8.38E-06,2.30E-05
DNM3,123.6990802,1.53389528,0.223082283,6.875917079,6.16E-12,2.59E-11
COMMD3,507.454654,1.534885703,0.144222494,10.64248482,1.89E-26,1.66E-25
FKBP1B,419.2028032,1.534893694,0.142008106,10.80849349,3.14E-27,2.85E-26
LOC107984505,14.18623586,1.534968686,0.678543762,2.262151346,0.023688054,0.042033298
LOC107987072,229.2744407,1.5356246,0.178448934,8.605400795,7.61E-18,4.42E-17
LINC02154,107.1939996,1.535987836,0.237463373,6.468314735,9.91E-11,3.89E-10
CPT1C,85.55682759,1.53610281,0.282724805,5.433208494,5.53E-08,1.82E-07
DRG1,5041.562133,1.536473095,0.084483913,18.18657578,6.59E-74,3.16E-72
PHETA2,16.55773272,1.536838165,0.668885138,2.297611469,0.021583912,0.038598233
PIMREG,3485.465934,1.537791181,0.089318424,17.21695375,1.98E-66,7.51E-65
TSPAN12,536.0803633,1.538355095,0.149006839,10.324057,5.49E-25,4.52E-24
TMEM154,26.40636786,1.538634065,0.449490168,3.423065008,0.000619193,0.001402874
YAE1,747.0292542,1.538639875,0.128181803,12.00357494,3.40E-33,3.96E-32
C1orf50,355.1246518,1.538685929,0.163129343,9.432306267,4.01E-21,2.78E-20
S100A16,28.34133841,1.539276143,0.480816809,3.201377558,0.001367722,0.00295812
CYP2R1,109.7384798,1.539846686,0.228504877,6.73879133,1.60E-11,6.59E-11
LOC102723724,128.7427798,1.54011919,0.240833632,6.394950657,1.61E-10,6.23E-10
SFT2D1,1289.107924,1.540695742,0.101169022,15.22892787,2.27E-52,5.43E-51
RGS5,50.76237378,1.541362391,0.388633736,3.966105483,7.31E-05,0.000184235
LURAP1L,655.247702,1.541580219,0.109121216,14.1272273,2.58E-45,4.67E-44
PTS,1352.420789,1.542101268,0.101880025,15.13644381,9.31E-52,2.18E-50
MCMDC2,368.9106502,1.544428123,0.136909347,11.28066242,1.64E-29,1.64E-28
SELENOF,4998.490625,1.544810139,0.101188509,15.26665577,1.28E-52,3.09E-51
LGR5,56.26082996,1.546322386,0.318509884,4.854864675,1.20E-06,3.55E-06
HIGD1A,9146.489858,1.546896832,0.084480507,18.31069544,6.80E-75,3.37E-73
MIATNB,49.53048262,1.547496021,0.332502926,4.654082419,3.25E-06,9.29E-06
LOC101929691,16.75845454,1.547929839,0.601912182,2.571687175,0.010120429,0.019210243
NAGK,997.4900604,1.548365086,0.121434344,12.75063572,3.09E-37,4.18E-36
LOC100507564,64.8731801,1.550008089,0.313684635,4.941294275,7.76E-07,2.33E-06
LOC107986596,47.80234166,1.550811378,0.339425704,4.568927336,4.90E-06,1.38E-05
AADACP1,12.71984618,1.551175932,0.678294579,2.2868765,0.022203033,0.039601352
DERL2,2649.015503,1.553513824,0.080728273,19.24373906,1.59E-82,9.77E-81
MPHOSPH6,1323.764778,1.554759601,0.090124999,17.25114697,1.10E-66,4.19E-65
RABIF,644.0913403,1.554852918,0.122279671,12.71554714,4.85E-37,6.51E-36
ITGA4,16.4756393,1.554953794,0.593810357,2.618603355,0.008829054,0.016903461
CNIH1,6313.621174,1.555120964,0.084821501,18.33404212,4.43E-75,2.21E-73
C11orf74,307.2236581,1.55648693,0.154122109,10.09905031,5.58E-24,4.39E-23
NDUFB11,6240.780512,1.556938032,0.07255785,21.4578854,3.85E-102,4.40E-100
RPS27A,41845.06063,1.559062318,0.104093033,14.97758571,1.03E-50,2.33E-49
LOC101927811,310.6304814,1.55930671,0.146457873,10.64679336,1.80E-26,1.59E-25
CCDC126,330.0088193,1.559469557,0.169379924,9.206932667,3.36E-20,2.23E-19
POP5,1699.822049,1.559495687,0.089870866,17.35262772,1.88E-67,7.38E-66
DPY30,2135.161522,1.559614976,0.092841034,16.79876793,2.49E-63,8.49E-62
NDUFB1,2288.901648,1.560289336,0.091929846,16.97260898,1.31E-64,4.61E-63
TSN,9719.78507,1.561298258,0.073081808,21.36370599,2.91E-101,3.20E-99
PCCA-DT,378.6598286,1.562189753,0.153160175,10.19971253,1.99E-24,1.59E-23
NOTCH2NLB,309.2660356,1.562594462,0.152121241,10.27203333,9.42E-25,7.66E-24
TCTA,1709.458115,1.564477115,0.099766584,15.68137404,2.03E-55,5.43E-54
SDCBP,3820.288011,1.565032414,0.078631635,19.90334309,3.81E-88,2.74E-86
ANKRD36B,85.64534792,1.565070447,0.268306745,5.833138653,5.44E-09,1.91E-08
GPM6B,20.88936471,1.565596169,0.526645826,2.97276859,0.002951269,0.006106273
MYL12B,84098.63696,1.566367535,0.080680531,19.41444257,5.83E-84,3.75E-82
OSR2,110.9379728,1.566368007,0.308330346,5.080161674,3.77E-07,1.16E-06
NEDD8,958.0125897,1.566754948,0.141973409,11.03555209,2.57E-28,2.44E-27
SLC38A9,371.1971267,1.567131999,0.154138386,10.16704561,2.78E-24,2.22E-23
LOC102723983,95.03470003,1.568004513,0.265684761,5.901748031,3.60E-09,1.28E-08
LOC105370361,32.61532594,1.568102662,0.422957433,3.70747158,0.000209339,0.000502509
HOXD13,24.61150152,1.56815379,0.498767234,3.144059359,0.001666216,0.00356419
NNMT,335.0597942,1.568187608,0.158204124,9.912431914,3.68E-23,2.79E-22
ATP6V0B,9241.458477,1.568957411,0.097366266,16.11397329,2.04E-58,6.01E-57
XDH,58.0034586,1.569227689,0.327454728,4.792197378,1.65E-06,4.82E-06
DLGAP3,13.60369462,1.569336383,0.66350677,2.365215327,0.018019591,0.032703713
MYOSLID,230.5527759,1.569527769,0.170966768,9.180309063,4.30E-20,2.84E-19
OAT,8571.471349,1.569810168,0.078626685,19.96536112,1.10E-88,8.22E-87
LOC105369728,28.5186721,1.569874804,0.54630265,2.873635711,0.004057767,0.008215207
MYL12A,38136.48648,1.570148119,0.067616958,23.22121783,2.78E-119,4.93E-117
LINC00680,62.29523842,1.571522687,0.312913818,5.022222084,5.11E-07,1.56E-06
SNU13,8351.108659,1.571586241,0.0649475,24.19779441,2.35E-129,5.90E-127
RPSAP9,39.40517881,1.571911549,0.409952003,3.834379481,0.000125882,0.000309209
LOC101929643,18.98372473,1.571972546,0.618592316,2.541209301,0.011046977,0.020863875
RPL11,24168.90899,1.572288053,0.08957004,17.55372733,5.57E-69,2.27E-67
MRPL52,3483.716537,1.572403387,0.11261974,13.96205844,2.66E-44,4.60E-43
COPS8,2206.38826,1.573428715,0.080721126,19.49215516,1.28E-84,8.44E-83
STOM,2590.616406,1.573667594,0.084476815,18.62839644,1.89E-77,1.02E-75
DMD,26.41502435,1.573964584,0.486604295,3.234588349,0.001218182,0.002656433
HACL1,759.7486924,1.574058992,0.114837529,13.70683443,9.24E-43,1.51E-41
PHOSPHO2,148.876761,1.575967866,0.209849708,7.509983613,5.91E-14,2.82E-13
LIPA,3681.086327,1.576341498,0.092773361,16.99131611,9.52E-65,3.37E-63
REP15,113.3409778,1.576594018,0.231053943,6.823488908,8.89E-12,3.71E-11
LINC00858,12.80598776,1.57768549,0.670123041,2.354322107,0.018556523,0.033614581
LOC105377199,18.97862174,1.577898092,0.537479053,2.935738768,0.003327544,0.006829881
GPX1,11822.32557,1.578320808,0.079743377,19.79250019,3.45E-87,2.42E-85
LOC105372233,26.75810776,1.579082308,0.483010823,3.269248289,0.001078336,0.00236886
TMEM251,796.6985233,1.579763764,0.107747411,14.66173291,1.13E-48,2.38E-47
RPS13,37736.25172,1.58008366,0.096719982,16.33668268,5.41E-60,1.66E-58
PHYHIP,60.92059713,1.580162993,0.325073427,4.860941747,1.17E-06,3.45E-06
ATP5MPL,4057.72159,1.580302487,0.089049464,17.74634476,1.84E-70,7.86E-69
IDH1-AS1,18.5956582,1.580854912,0.590973906,2.674999517,0.007472936,0.014489886
CREB5,145.8299564,1.58125696,0.226983002,6.966411339,3.25E-12,1.39E-11
BCAS2,2277.003591,1.581270555,0.085993362,18.3882863,1.63E-75,8.33E-74
PTCHD1-AS,17.37184171,1.581611188,0.602641394,2.624464905,0.008678524,0.016639423
PRR13,3419.553163,1.582649403,0.074163501,21.34000393,4.83E-101,5.23E-99
FAM66C,75.29690559,1.582734229,0.27329607,5.791280593,6.99E-09,2.43E-08
MIR4426,114.8721202,1.582848411,0.235154965,6.731086493,1.68E-11,6.94E-11
FBP2,70.9315104,1.582962503,0.315083743,5.023942167,5.06E-07,1.54E-06
HBP1,1638.545169,1.583009986,0.093549766,16.92158146,3.12E-64,1.09E-62
EPB41L4A-AS1,457.0352459,1.585660272,0.13771123,11.5143861,1.12E-30,1.18E-29
BBS12,296.8095101,1.585667224,0.161747269,9.803363191,1.09E-22,8.08E-22
WNT10A,18.29254631,1.585955289,0.586091983,2.70598359,0.006810241,0.013310123
EMC4,4447.314638,1.586129433,0.080484829,19.70718511,1.87E-86,1.30E-84
LOC101927572,33.19126671,1.586360793,0.416595784,3.807913696,0.000140144,0.000342726
COLEC11,259.3427559,1.58690543,0.17180945,9.236426946,2.55E-20,1.70E-19
KCNMA1,670.6428214,1.588093542,0.115916606,13.70031088,1.01E-42,1.65E-41
RHOC,8664.298155,1.5882204,0.079955208,19.86387675,8.36E-88,5.96E-86
TPRKB,2072.158198,1.589280999,0.088146861,18.0299217,1.13E-72,5.17E-71
NDUFS5,12594.36223,1.590841746,0.071278648,22.31862972,2.44E-110,3.25E-108
LOC105370868,31.59488353,1.590853963,0.476926446,3.335637973,0.000851039,0.001891397
SEC61A2,1065.117192,1.590869235,0.108803328,14.62151258,2.05E-48,4.24E-47
SLC15A2,140.5161778,1.590884246,0.22243309,7.15219235,8.54E-13,3.79E-12
LOC107985694,56.05204734,1.591553351,0.337878982,4.710424255,2.47E-06,7.11E-06
LOC257396,216.9211686,1.592559224,0.190106905,8.377177177,5.42E-17,3.02E-16
GNG4,549.6046628,1.592816108,0.130771084,12.18018585,3.96E-34,4.78E-33
LAMTOR3,1144.577725,1.592975998,0.101993536,15.61840159,5.46E-55,1.43E-53
ANAPC13,2903.981564,1.593219739,0.083983493,18.97062972,2.98E-80,1.73E-78
RHEBL1,64.46831689,1.593813904,0.363095083,4.389522136,1.14E-05,3.08E-05
PDCD10,2163.885898,1.593991738,0.089912983,17.72815997,2.54E-70,1.08E-68
BORCS8,260.6046805,1.59452382,0.16905674,9.431885537,4.03E-21,2.79E-20
RDM1,97.71587261,1.594826583,0.257549203,6.192318069,5.93E-10,2.22E-09
RPL12,55417.0021,1.596176912,0.069320017,23.0262047,2.55E-117,4.30E-115
TRAPPC5,2102.47376,1.596690934,0.089644067,17.81145131,5.76E-71,2.51E-69
GJB3,224.2015121,1.596817418,0.168519904,9.475541933,2.65E-21,1.86E-20
PPP1R2B,11.22260111,1.598370875,0.687730425,2.324124129,0.020118842,0.036183734
OXCT1,1075.095463,1.59891759,0.100658388,15.88459359,8.10E-57,2.26E-55
C1S,276.9916688,1.599104871,0.171452873,9.326789595,1.09E-20,7.43E-20
CAPZA2,6979.946001,1.599294708,0.092620016,17.26726872,8.30E-67,3.18E-65
EXOSC1,2738.851524,1.600587498,0.083649195,19.1345236,1.30E-81,7.79E-80
CASP1,241.5881135,1.601441216,0.168079202,9.527896373,1.61E-21,1.13E-20
LINC00662,107.684212,1.601553719,0.251269628,6.373845232,1.84E-10,7.13E-10
ANXA10,128.8927518,1.601970042,0.237016161,6.758906369,1.39E-11,5.75E-11
FABP5,1396.945409,1.603781228,0.098224126,16.32777297,6.26E-60,1.92E-58
LOC105379283,10.58778339,1.604049942,0.724455505,2.214145564,0.026818767,0.047046557
COA4,3749.078182,1.604057468,0.088765267,18.07077845,5.41E-73,2.50E-71
LOC107985428,28.04468164,1.604559529,0.487626947,3.290547291,0.000999927,0.002204415
PIWIL1,105.2557418,1.605489699,0.236784741,6.780376517,1.20E-11,4.98E-11
LOC105372397,56.74502175,1.606197224,0.339167323,4.735707461,2.18E-06,6.31E-06
SLC25A17,2593.942667,1.607383569,0.092615766,17.35539902,1.80E-67,7.04E-66
ZCCHC17,1424.907695,1.607790379,0.094069107,17.09158749,1.71E-65,6.24E-64
ARHGEF26-AS1,37.61354685,1.608929572,0.393054526,4.093400448,4.25E-05,0.000109893
LINC02005,16.48519176,1.610222942,0.581249112,2.770280261,0.005600808,0.011078752
ATP6V1F,3400.779778,1.610413538,0.075952838,21.2028094,9.00E-100,9.49E-98
DHDH,81.33232397,1.610536482,0.28909917,5.57087895,2.53E-08,8.55E-08
C1D,1125.174261,1.6131213,0.112387644,14.35319086,1.02E-46,1.97E-45
GDF9,4803.543293,1.613329558,0.108738465,14.83678803,8.47E-50,1.85E-48
CBX3P2,39.46837251,1.61366139,0.400500562,4.029111425,5.60E-05,0.000142778
RNF11,2658.916192,1.613774498,0.082787147,19.49305613,1.26E-84,8.32E-83
NDUFA9,5403.89359,1.615321531,0.086655773,18.64066835,1.50E-77,8.16E-76
NDUFB8,5546.248539,1.615470589,0.095418762,16.93032434,2.69E-64,9.39E-63
STMN1,9621.57413,1.616848542,0.076634086,21.09829498,8.25E-99,8.40E-97
RHOD,5671.221496,1.617487138,0.077837835,20.78021756,6.54E-96,6.13E-94
ELMO1,43.89372713,1.61793134,0.379299437,4.265578015,1.99E-05,5.31E-05
BET1,1275.404189,1.618021183,0.105511715,15.33499079,4.46E-53,1.10E-51
ATP5MG,9032.760471,1.618793984,0.089605528,18.06578256,5.93E-73,2.72E-71
CXADR,1218.841315,1.618987046,0.095046059,17.03371033,4.62E-65,1.65E-63
ELOC,3663.812579,1.619340275,0.094012068,17.22481285,1.73E-66,6.56E-65
BPGM,1062.053126,1.620666886,0.104728535,15.47493127,5.12E-54,1.30E-52
PSMB3,11652.73668,1.620964713,0.079360479,20.42533921,9.96E-93,8.37E-91
SNHG6,1313.949847,1.621583959,0.098160254,16.51976116,2.64E-61,8.42E-60
ABCD2,15.97597218,1.621848324,0.605536943,2.678363961,0.007398278,0.014362284
VAMP1,194.0514377,1.622142876,0.185819407,8.729674138,2.55E-18,1.53E-17
LOC105373017,18.14004321,1.622318219,0.586769715,2.764829499,0.005695256,0.01124765
LOC105369780,934.3319405,1.622480009,0.097750921,16.5981046,7.19E-62,2.33E-60
FAM241A,84.40872931,1.623109688,0.309385252,5.246241311,1.55E-07,4.93E-07
GPX8,2101.370435,1.623181389,0.092633067,17.5226994,9.62E-69,3.89E-67
PRRX2,12.76002017,1.623551369,0.724115053,2.242117966,0.024953749,0.044042167
CD83,169.9131882,1.624723382,0.195072249,8.328828889,8.16E-17,4.51E-16
CMC4,352.3615708,1.625149471,0.170909707,9.508819018,1.93E-21,1.36E-20
KTN1-AS1,172.1405638,1.625337591,0.192892875,8.426115227,3.57E-17,2.01E-16
LOC107985869,26.23828181,1.625392267,0.52970228,3.06850155,0.002151352,0.004535724
PLCXD2,52.40864422,1.626178867,0.332528445,4.89034515,1.01E-06,2.99E-06
CYBRD1,1401.889199,1.626417947,0.104023456,15.63510774,4.20E-55,1.11E-53
LOC101930100,23.63985815,1.626592801,0.552744497,2.942757112,0.003253035,0.006685404
HIKESHI,3215.712839,1.628007522,0.093676788,17.37898539,1.19E-67,4.70E-66
CCZ1P-OR7E38P,238.6696175,1.628269418,0.182364805,8.928638499,4.31E-19,2.70E-18
UQCRB,3779.622245,1.628608882,0.08705655,18.70748245,4.30E-78,2.37E-76
LINC00659,23.5593778,1.62880468,0.545359151,2.986664249,0.002820393,0.005853855
